year,month,fire_type,severity,burned_area_ha,forest_loss_ha,cumulative_loss_ha,cumulative_loss_percent,confidence,source,frp,latitude,longitude
2004,3,Hunting/fire camp,High,4.45,1.92,2306.25,0.168,82,VIIRS,76.98,1.4659072007216638,28.56650369162187
2004,3,Agricultural fire,Moderate,2.32,1.93,2308.18,0.1682,99,VIIRS,41.56,1.9561199343592885,29.04214345584502
2004,3,Agricultural fire,Moderate,3.3,2.08,2310.26,0.1683,70,MODIS,49.58,1.777233212931963,28.250592767688634
2004,3,Agricultural fire,Moderate,2.19,1.77,2312.03,0.1684,66,MODIS,42.48,1.8904524670209297,28.982394686269572
2004,4,Agricultural fire,Extreme,3.05,2.68,2314.71,0.1686,65,VIIRS,132.99,1.800750528101451,29.096900396196414
2004,4,Agricultural fire,High,1.18,0.78,2315.49,0.1687,78,VIIRS,97.6,1.7766397015731075,28.537446623653
2004,4,Mining-related fire,High,4.3,1.15,2316.64,0.1688,95,MODIS,66.57,1.8262647668580207,28.898979730618585
2004,4,Agricultural fire,High,5.38,2.69,2319.33,0.169,85,VIIRS,97.7,1.9006194605708628,28.5985360223165
2004,4,Hunting/fire camp,Moderate,3.97,1.81,2321.14,0.1691,81,MODIS,40.01,1.1657417938248498,28.186416032867548
2004,4,Agricultural fire,Extreme,3.53,2.86,2324.0,0.1693,69,VIIRS,146.17,2.363237462848579,28.179519532840256
2004,4,Agricultural fire,Extreme,2.82,2.36,2326.36,0.1695,87,VIIRS,111.16,2.0003987537212744,28.257374869665362
2004,4,Agricultural fire,Extreme,5.64,2.08,2328.44,0.1696,89,VIIRS,56.4,1.0166904999386124,28.33010698812064
2004,4,Agricultural fire,High,5.46,3.3,2331.74,0.1699,91,MODIS,28.35,2.1051757417161268,29.129470497164913
2004,4,Agricultural fire,High,3.67,1.27,2333.01,0.17,78,MODIS,63.03,1.8055165873013956,28.64231877727403
2004,4,Agricultural fire,Extreme,1.5,0.69,2333.7,0.17,77,VIIRS,149.57,2.124047319487869,28.132802098920166
2004,4,Agricultural fire,Extreme,5.9,1.45,2335.15,0.1701,89,MODIS,116.08,2.0269882392684906,28.695562760655715
2004,4,Agricultural fire,Extreme,1.38,0.41,2335.56,0.1702,92,VIIRS,109.0,2.1009363053460435,28.328375416478185
2004,5,Agricultural fire,Extreme,3.18,1.06,2336.62,0.1702,63,MODIS,125.06,1.7710061583651153,29.03372939901617
2004,5,Agricultural fire,Moderate,2.28,1.48,2338.1,0.1703,62,MODIS,42.0,1.789206458033649,28.673867929247827
2004,5,Hunting/fire camp,Moderate,0.99,0.8,2338.9,0.1704,65,VIIRS,55.54,1.788806428096877,28.511384447099683
2004,5,Agricultural fire,High,1.7,0.59,2339.49,0.1704,88,VIIRS,62.22,2.38351605575889,29.06764926778136
2004,5,Agricultural fire,Moderate,2.63,2.17,2341.66,0.1706,94,MODIS,13.84,1.7251225725168609,28.96632968741308
2004,5,Agricultural fire,Extreme,3.19,2.24,2343.9,0.1708,98,MODIS,123.32,1.792761336312812,28.748888925586602
2004,5,Hunting/fire camp,Extreme,2.69,1.32,2345.22,0.1709,75,VIIRS,135.08,1.0129754089954546,28.339468377448846
2004,6,Hunting/fire camp,Extreme,4.55,3.25,2348.47,0.1711,66,MODIS,135.65,2.491014954355229,28.384694204986804
2004,6,Hunting/fire camp,High,2.76,0.74,2349.21,0.1711,60,VIIRS,68.11,1.9501491731042488,29.01357784182606
2004,6,Agricultural fire,Extreme,0.52,0.28,2349.49,0.1712,94,MODIS,108.7,1.5961164828411805,28.845472558440978
2004,6,Agricultural fire,Moderate,3.22,2.38,2351.87,0.1713,96,VIIRS,39.9,2.11018271278215,29.15048846799551
2004,6,Agricultural fire,Extreme,1.34,0.83,2352.7,0.1714,75,VIIRS,134.15,2.003765465310562,28.316965569709478
2004,6,Agricultural fire,Extreme,3.7,1.12,2353.82,0.1715,73,VIIRS,105.39,2.3883045864289536,28.81318464678414
2004,6,Hunting/fire camp,Extreme,6.12,1.8,2355.62,0.1716,85,VIIRS,145.43,2.21345977416918,28.485997131711198
2004,6,Agricultural fire,Extreme,1.08,0.56,2356.18,0.1717,93,VIIRS,107.94,1.607972026104111,28.735371918077906
2004,6,Hunting/fire camp,Extreme,3.32,2.25,2358.43,0.1718,73,VIIRS,118.41,1.706930492376743,28.218531878958792
2004,6,Hunting/fire camp,High,4.47,2.24,2360.67,0.172,76,MODIS,89.72,1.5600769983665637,28.639875715917032
2004,6,Hunting/fire camp,Extreme,2.56,0.54,2361.21,0.172,81,MODIS,119.84,1.4597569989486603,29.058614612353615
2004,7,Charcoal production,High,5.21,4.51,2365.72,0.1724,64,MODIS,48.21,1.1037456470977658,28.478253580338208
2004,7,Agricultural fire,Extreme,2.83,2.45,2368.17,0.1725,60,VIIRS,147.74,1.2096689488776402,28.26994338238546
2004,7,Agricultural fire,Moderate,2.56,1.23,2369.4,0.1726,66,VIIRS,9.8,1.3351488522384003,28.548268466505096
2004,7,Agricultural fire,High,4.4,1.05,2370.45,0.1727,62,VIIRS,28.79,1.0977251645050694,28.518494817471645
2004,7,Hunting/fire camp,Moderate,0.84,0.52,2370.97,0.1727,74,VIIRS,43.15,1.5241888491997222,28.542425388150907
2004,7,Hunting/fire camp,Extreme,4.65,1.59,2372.56,0.1728,67,MODIS,100.51,2.0127792799886235,28.77244858072355
2004,7,Agricultural fire,High,2.48,0.78,2373.34,0.1729,66,VIIRS,71.47,1.8916010146170328,28.31796145317655
2004,7,Agricultural fire,Moderate,1.47,0.86,2374.2,0.173,72,MODIS,43.55,2.2943793105440498,28.313740947979966
2004,7,Agricultural fire,Moderate,3.96,2.91,2377.11,0.1732,64,VIIRS,13.38,2.2789897102805257,28.397765957325408
2004,7,Charcoal production,Extreme,5.64,4.83,2381.94,0.1735,64,MODIS,56.13,1.2364965094598828,28.1673846310243
2004,7,Agricultural fire,Low,1.56,0.77,2382.71,0.1736,70,VIIRS,18.06,2.1346237944000697,28.16514597017589
2004,8,Agricultural fire,High,2.99,2.53,2385.24,0.1738,64,VIIRS,91.8,2.284890490607117,28.213523373924755
2004,8,Mining-related fire,Extreme,0.87,0.5,2385.74,0.1738,67,MODIS,139.22,1.298610072703296,28.253287060646546
2004,8,Agricultural fire,Extreme,3.64,0.94,2386.68,0.1739,60,MODIS,100.51,1.334431537451073,28.652570170911172
2004,8,Agricultural fire,High,5.5,1.47,2388.15,0.174,67,VIIRS,67.51,2.4985970859709603,28.815879790821363
2004,8,Agricultural fire,Extreme,1.69,1.52,2389.67,0.1741,72,MODIS,143.7,1.3548949279179168,28.45711831797535
2004,8,Agricultural fire,Extreme,3.09,1.94,2391.61,0.1742,67,VIIRS,146.19,1.2486527203024829,28.474740977528693
2004,8,Agricultural fire,Extreme,4.47,1.94,2393.55,0.1744,62,VIIRS,100.72,2.129764893497064,29.0134511086416
2004,9,Agricultural fire,Extreme,3.65,2.06,2395.61,0.1745,79,VIIRS,120.5,2.2024373112394584,28.51131800818328
2004,9,Agricultural fire,Extreme,2.48,1.23,2396.84,0.1746,93,VIIRS,114.13,1.9199362924995051,28.26313744903033
2004,9,Agricultural fire,High,2.92,0.75,2397.59,0.1747,81,MODIS,88.4,2.071410015359323,28.938073766473458
2004,9,Agricultural fire,High,1.18,0.86,2398.45,0.1747,99,VIIRS,84.2,2.4075338899938266,28.825331095051126
2004,9,Hunting/fire camp,Extreme,1.87,1.38,2399.83,0.1748,90,VIIRS,142.6,1.6172647914881915,28.230721880681596
2004,9,Agricultural fire,Moderate,3.42,0.81,2400.64,0.1749,89,MODIS,53.87,1.1636732051809235,28.418143454274837
2004,9,Agricultural fire,Low,1.86,0.9,2401.54,0.175,64,VIIRS,19.65,1.9187072243721257,28.613321692080252
2004,9,Agricultural fire,Extreme,2.33,0.82,2402.36,0.175,90,MODIS,145.35,2.4137407577714636,28.672269687486793
2004,9,Agricultural fire,Low,1.35,0.6,2402.96,0.1751,73,VIIRS,19.71,1.6629183436036112,28.78802137331504
2004,9,Agricultural fire,Extreme,4.62,3.4,2406.36,0.1753,91,VIIRS,133.83,1.388599165580012,29.177124344273423
2004,10,Agricultural fire,Extreme,3.24,2.32,2408.68,0.1755,94,MODIS,135.95,2.020673122048927,28.692232105700448
2004,10,Agricultural fire,High,5.41,1.85,2410.53,0.1756,92,MODIS,82.99,1.6372176657437372,28.684963884691577
2004,10,Agricultural fire,Extreme,5.08,2.9,2413.43,0.1758,64,MODIS,135.96,1.5569667313130031,29.129918588754858
2004,10,Hunting/fire camp,Moderate,3.77,1.5,2414.93,0.1759,93,MODIS,37.93,1.9381832851223633,29.14783416121987
2004,10,Agricultural fire,Extreme,2.74,0.56,2415.49,0.176,61,MODIS,145.98,1.6169795756429122,28.304579337387988
2004,10,Agricultural fire,Moderate,3.95,2.34,2417.83,0.1761,90,VIIRS,6.9,1.8897164030037825,28.065157481891507
2004,10,Agricultural fire,Extreme,5.42,1.1,2418.93,0.1762,79,VIIRS,147.23,1.9789590950349387,28.697028140550923
2004,10,Agricultural fire,Moderate,0.67,0.18,2419.11,0.1762,96,VIIRS,54.08,1.9795478442044765,28.540661264238125
2004,11,Hunting/fire camp,Extreme,3.35,2.22,2421.33,0.1764,65,MODIS,114.8,2.4055604413350453,28.307346257870343
2004,11,Agricultural fire,Moderate,3.76,2.18,2423.51,0.1766,91,MODIS,58.26,2.0700886757209105,28.99228721600219
2004,11,Agricultural fire,Extreme,5.04,2.19,2425.7,0.1767,93,MODIS,104.69,1.5577532313990248,28.006164864660725
2004,11,Agricultural fire,Extreme,6.13,2.24,2427.94,0.1769,74,MODIS,47.29,1.0191097739506039,28.16498841439055
2004,11,Agricultural fire,Extreme,0.64,0.19,2428.13,0.1769,69,VIIRS,115.38,1.7309421474950133,28.790505447113976
2004,12,Wildfire/natural vegetation fire,Extreme,2.19,1.93,2430.06,0.177,62,MODIS,100.64,1.7227804604863697,29.146190441212504
2004,12,Agricultural fire,Low,1.62,0.92,2430.98,0.1771,91,VIIRS,21.43,1.247459143633781,28.308103959857657
2004,12,Wildfire/natural vegetation fire,Extreme,2.36,0.59,2431.57,0.1771,61,MODIS,107.23,1.1386986029454418,28.364755784024684
2004,12,Agricultural fire,High,2.77,0.87,2432.44,0.1772,70,MODIS,71.54,1.6527100510977595,28.38609446969699
2004,12,Wildfire/natural vegetation fire,High,3.97,0.87,2433.31,0.1773,61,VIIRS,99.74,1.3628468111186551,28.54374871316196
2004,12,Wildfire/natural vegetation fire,Extreme,6.2,4.17,2437.48,0.1776,60,MODIS,84.16,1.5972200232014027,28.548881737993693
2004,12,Wildfire/natural vegetation fire,Extreme,6.19,4.41,2441.89,0.1779,79,MODIS,95.73,1.5998617035579403,28.2583272478696
2004,12,Agricultural fire,Extreme,5.51,3.32,2445.21,0.1781,73,VIIRS,30.09,1.327045241148754,28.97880830495995
2004,12,Wildfire/natural vegetation fire,Extreme,6.21,2.55,2447.76,0.1783,94,VIIRS,130.96,1.752451154891538,28.79455191863306
2004,12,Hunting/fire camp,High,5.15,1.9,2449.66,0.1785,99,VIIRS,48.17,1.771672842736972,28.400423028753274
2004,12,Agricultural fire,High,5.37,3.22,2452.88,0.1787,82,MODIS,51.06,1.5379560567099477,28.990870741305958
2004,12,Agricultural fire,High,4.97,3.8,2456.68,0.179,62,VIIRS,12.4,2.298199009226169,28.326234135789452
2004,12,Hunting/fire camp,Extreme,5.54,2.44,2459.12,0.1792,71,VIIRS,58.54,1.3060969959561204,28.37136609122416
2004,12,Agricultural fire,Moderate,2.89,2.28,2461.4,0.1793,72,MODIS,28.4,1.3540023025681176,29.150292851548556
2004,12,Agricultural fire,Moderate,3.86,2.19,2463.59,0.1795,83,VIIRS,47.98,2.2236136544342147,28.00530446561855
2004,12,Agricultural fire,High,4.28,2.68,2466.27,0.1797,70,VIIRS,17.49,2.046335762393146,28.125126106157346
2004,12,Agricultural fire,Moderate,2.43,0.56,2466.83,0.1797,86,MODIS,36.39,2.199536007185348,28.224111202227668
2004,12,Wildfire/natural vegetation fire,Extreme,5.88,1.2,2468.03,0.1798,80,MODIS,136.43,1.8038148348923997,28.28639576394562
2004,12,Agricultural fire,Low,1.02,0.71,2468.74,0.1799,91,MODIS,22.56,1.0900525722616128,28.20686599837145
2004,12,Agricultural fire,Moderate,1.57,0.37,2469.11,0.1799,68,MODIS,43.03,1.326638481830701,28.746496213204427
2004,12,Agricultural fire,High,3.17,2.37,2471.48,0.1801,95,VIIRS,63.03,2.2109406069972657,28.45134663175314
2004,12,Wildfire/natural vegetation fire,High,4.92,1.2,2472.68,0.1801,94,VIIRS,89.9,1.275468344812316,28.45034976050364
2004,12,Agricultural fire,Moderate,0.59,0.43,2473.11,0.1802,74,MODIS,49.89,1.5035231278555838,28.530428705650355
2004,12,Agricultural fire,High,3.45,2.89,2476.0,0.1804,69,MODIS,68.88,2.0726502934669,28.54672276620604
2004,12,Wildfire/natural vegetation fire,Extreme,5.27,1.63,2477.63,0.1805,90,VIIRS,106.44,2.1575215321866437,29.00114917711359
2004,12,Wildfire/natural vegetation fire,Extreme,3.61,1.87,2479.5,0.1806,95,VIIRS,138.59,2.4227353912711367,29.14052484437045
2004,12,Wildfire/natural vegetation fire,Extreme,4.61,2.12,2481.62,0.1808,100,MODIS,106.02,2.3246514103916085,29.039128779788555
2004,12,Wildfire/natural vegetation fire,Extreme,1.51,0.7,2482.32,0.1808,62,MODIS,119.83,1.9835805814187706,28.20057633406995
2004,12,Hunting/fire camp,High,4.21,2.34,2484.66,0.181,100,MODIS,77.01,1.947705465458182,28.092234432168375
2004,12,Hunting/fire camp,High,4.98,2.2,2486.86,0.1812,97,VIIRS,74.72,1.8874904398329932,28.675401243823465
2004,12,Charcoal production,Extreme,5.89,5.24,2492.1,0.1816,60,MODIS,54.14,2.295493968870188,28.557630570228127
2004,12,Agricultural fire,Moderate,3.24,1.11,2493.21,0.1816,80,VIIRS,46.16,2.233857761558797,28.221957993203915
2004,12,Wildfire/natural vegetation fire,Extreme,5.5,2.48,2495.69,0.1818,69,MODIS,137.26,2.2203326167903423,29.13599154169619
2004,12,Wildfire/natural vegetation fire,Extreme,2.76,0.94,2496.63,0.1819,76,MODIS,137.8,1.2964456238486832,28.98133100543707
2004,12,Hunting/fire camp,Moderate,2.95,1.03,2497.66,0.182,98,VIIRS,45.85,1.2940493645551439,28.77971384173522
2004,12,Wildfire/natural vegetation fire,High,5.43,1.26,2498.92,0.1821,60,VIIRS,92.7,1.2602645596798967,28.05164679719756
2004,12,Agricultural fire,High,3.67,2.48,2501.4,0.1822,80,VIIRS,69.02,2.1085111546112802,28.412098009684875
2004,12,Wildfire/natural vegetation fire,Extreme,4.65,1.01,2502.41,0.1823,86,VIIRS,119.16,1.3321169943738878,29.039792910839516
2004,12,Wildfire/natural vegetation fire,Extreme,5.64,3.23,2505.64,0.1825,97,MODIS,103.0,1.919440187487063,28.88747770579698
2004,12,Charcoal production,Extreme,5.7,4.7,2510.34,0.1829,97,VIIRS,19.34,2.0765987782965274,28.305072317523805
2004,12,Wildfire/natural vegetation fire,Extreme,4.06,3.54,2513.88,0.1831,70,MODIS,130.1,1.3814949564445471,28.43999833037879
2004,12,Hunting/fire camp,Moderate,2.08,1.49,2515.37,0.1833,95,VIIRS,30.18,2.276967832001776,28.18069277099534
2004,12,Hunting/fire camp,High,4.64,1.9,2517.27,0.1834,62,VIIRS,57.53,1.8618714425356946,28.146652375912495
2004,12,Hunting/fire camp,Moderate,3.51,2.12,2519.39,0.1835,100,VIIRS,30.51,1.1181156929377156,29.031852651886663
2004,12,Agricultural fire,Moderate,1.75,0.84,2520.23,0.1836,72,VIIRS,34.25,1.7049563970114785,28.244182825157452
2004,12,Agricultural fire,Extreme,6.02,3.79,2524.02,0.1839,87,VIIRS,13.36,1.9484123511557574,29.165269821587753
2004,12,Wildfire/natural vegetation fire,Extreme,5.44,3.35,2527.37,0.1841,94,VIIRS,136.89,2.1917800859165526,28.692025610043235
2004,12,Agricultural fire,Moderate,0.62,0.31,2527.68,0.1841,81,VIIRS,35.72,2.3163423018591005,28.640715519599116
2004,12,Agricultural fire,High,5.2,3.63,2531.31,0.1844,65,MODIS,46.93,2.3747292862214433,28.581577618154135
2004,12,Agricultural fire,High,4.68,1.2,2532.51,0.1845,79,VIIRS,5.73,1.4584838789545784,28.568560285412048
2004,12,Wildfire/natural vegetation fire,Extreme,6.05,5.18,2537.69,0.1849,90,VIIRS,118.42,1.7814451463288554,28.3378106306889
2004,12,Wildfire/natural vegetation fire,Extreme,2.09,1.53,2539.22,0.185,62,MODIS,118.92,1.2153512009437142,28.524296715195252
2004,12,Hunting/fire camp,High,3.52,2.79,2542.01,0.1852,60,MODIS,77.38,2.0453799824918333,29.14245481902141
2004,12,Agricultural fire,Moderate,2.74,2.16,2544.17,0.1854,86,VIIRS,8.89,2.3268944048948983,28.302478403501965
2004,12,Charcoal production,Extreme,6.23,5.34,2549.51,0.1857,89,VIIRS,68.97,1.9834460897552604,28.375632195431134
2004,12,Agricultural fire,Low,0.93,0.49,2550.0,0.1858,65,MODIS,18.71,1.0908140621840863,28.790915568952805
2004,12,Charcoal production,High,4.86,4.06,2554.06,0.1861,67,MODIS,79.47,1.4127417071834618,28.094589897017585
2004,12,Wildfire/natural vegetation fire,Extreme,5.88,1.59,2555.65,0.1862,80,VIIRS,88.89,1.658493324911647,28.01509988931965
2004,12,Wildfire/natural vegetation fire,Extreme,0.81,0.63,2556.28,0.1862,77,MODIS,111.98,1.5063587626884256,28.56259178780207
2004,12,Wildfire/natural vegetation fire,High,1.78,1.37,2557.65,0.1863,88,VIIRS,82.4,2.4062077634871475,28.17500374504219
2004,12,Wildfire/natural vegetation fire,Extreme,2.26,1.26,2558.91,0.1864,75,VIIRS,115.79,1.2434247461023014,29.098686968906982
2004,12,Wildfire/natural vegetation fire,Extreme,4.4,3.87,2562.78,0.1867,85,VIIRS,129.69,2.2399858328889497,28.502871476428083
2004,12,Agricultural fire,Moderate,1.83,1.29,2564.07,0.1868,91,VIIRS,45.98,1.7284827202705957,29.14596434692324
2004,12,Agricultural fire,Moderate,3.6,2.24,2566.31,0.187,82,MODIS,58.56,1.8577725986946316,28.56444980006152
2004,12,Wildfire/natural vegetation fire,Extreme,6.04,2.42,2568.73,0.1871,82,VIIRS,121.85,1.7471708047765737,28.887412316225916
2004,12,Wildfire/natural vegetation fire,High,4.95,2.0,2570.73,0.1873,89,MODIS,85.66,2.1976242401980413,28.202696606939377
2004,12,Wildfire/natural vegetation fire,Extreme,1.71,0.8,2571.53,0.1873,84,VIIRS,138.19,1.431373548997326,28.939386320428653
2004,12,Wildfire/natural vegetation fire,Extreme,3.99,1.66,2573.19,0.1875,81,VIIRS,103.78,1.8935581324613993,28.653050909540223
2004,12,Wildfire/natural vegetation fire,Extreme,5.3,4.32,2577.51,0.1878,72,MODIS,118.53,1.0549294957054618,28.42535512315691
2004,12,Wildfire/natural vegetation fire,High,3.69,1.26,2578.77,0.1879,88,VIIRS,82.1,2.09327241715006,28.31395898947954
2004,12,Agricultural fire,Moderate,1.89,1.48,2580.25,0.188,97,VIIRS,31.07,2.018109537937935,28.104074417700126
2004,12,Wildfire/natural vegetation fire,Extreme,4.92,2.75,2583.0,0.1882,77,VIIRS,100.33,2.252594860495783,28.713808488656984
2004,12,Wildfire/natural vegetation fire,Extreme,4.61,3.03,2586.03,0.1884,86,MODIS,101.22,2.236804305165305,28.515119298046464
2004,12,Wildfire/natural vegetation fire,Extreme,3.55,2.72,2588.75,0.1886,77,VIIRS,115.32,2.4252404979068705,28.80411155952411
2004,12,Agricultural fire,Moderate,2.42,2.14,2590.89,0.1888,83,VIIRS,23.59,2.3504632014577114,28.734811278715487
2004,12,Agricultural fire,High,4.09,3.58,2594.47,0.189,74,VIIRS,68.66,1.8840357102603553,28.01241894247208
2004,12,Wildfire/natural vegetation fire,Extreme,2.99,1.94,2596.41,0.1892,70,MODIS,106.04,2.1017719922775955,28.551761679946043
2004,12,Wildfire/natural vegetation fire,Extreme,4.61,1.36,2597.77,0.1893,61,VIIRS,139.38,1.3348542287227805,28.75032352695717
2004,12,Agricultural fire,Moderate,3.17,1.84,2599.61,0.1894,77,MODIS,37.45,1.8931537517910848,28.33236759787814
2004,12,Wildfire/natural vegetation fire,High,3.88,2.38,2601.99,0.1896,92,MODIS,90.9,2.35527440155302,28.745920104877477
2004,12,Wildfire/natural vegetation fire,Extreme,3.97,1.95,2603.94,0.1897,79,VIIRS,142.77,2.390710674176759,29.13861012927873
2004,12,Wildfire/natural vegetation fire,Extreme,5.01,1.96,2605.9,0.1898,87,VIIRS,100.28,1.9742745287931132,28.308617419547627
2004,12,Wildfire/natural vegetation fire,High,0.97,0.29,2606.19,0.1899,77,MODIS,86.99,1.667738607492066,28.21338049356159
2004,12,Wildfire/natural vegetation fire,High,2.56,1.15,2607.34,0.19,78,MODIS,85.49,1.3793850646902974,28.33083026143917
2004,12,Wildfire/natural vegetation fire,Extreme,5.79,4.15,2611.49,0.1903,68,MODIS,134.0,2.2339548790254744,28.494126558815406
2004,12,Wildfire/natural vegetation fire,Extreme,3.31,1.73,2613.22,0.1904,64,MODIS,112.3,2.3317994972550826,28.917037714567932
2004,12,Wildfire/natural vegetation fire,Extreme,2.91,0.94,2614.16,0.1904,71,MODIS,136.19,1.2326448891770223,28.238731152367023
2004,12,Wildfire/natural vegetation fire,High,2.8,2.16,2616.32,0.1906,94,VIIRS,89.2,2.3251520983812908,28.621917118835654
2004,12,Wildfire/natural vegetation fire,Extreme,3.94,0.86,2617.18,0.1907,85,MODIS,128.03,1.3616328130244195,28.53588696150774
2004,12,Agricultural fire,High,5.43,2.58,2619.76,0.1909,93,MODIS,41.69,1.7908428164156087,28.0885441069753
2004,12,Agricultural fire,Moderate,3.94,2.77,2622.53,0.1911,98,MODIS,30.08,2.4768623415799347,28.757261096277762
2004,12,Charcoal production,High,5.05,4.21,2626.74,0.1914,72,MODIS,16.78,2.1745967752470423,28.604151269955985
2004,12,Wildfire/natural vegetation fire,Extreme,0.58,0.19,2626.93,0.1914,75,MODIS,142.04,1.0771459460024047,28.017301295277246
2004,12,Wildfire/natural vegetation fire,Extreme,1.62,0.73,2627.66,0.1914,88,MODIS,119.99,1.3518281815431932,28.575032963185105
2004,12,Agricultural fire,High,0.79,0.26,2627.92,0.1915,73,VIIRS,75.04,1.6349929563632022,28.036125950009772
2004,12,Agricultural fire,Moderate,2.03,1.32,2629.24,0.1915,73,VIIRS,40.92,1.7367011389730838,29.003107275101634
2005,1,Agricultural fire,Moderate,3.45,1.64,2630.88,0.1917,67,VIIRS,49.06,1.4122791452534398,28.34510328513062
2005,1,Agricultural fire,High,4.48,3.1,2633.98,0.1919,75,MODIS,14.2,1.079405639699554,28.292925298937245
2005,1,Agricultural fire,Moderate,2.93,1.05,2635.03,0.192,80,VIIRS,26.33,1.6893151931201302,28.88430398317187
2005,1,Agricultural fire,High,5.09,1.8,2636.83,0.1921,95,VIIRS,52.13,1.034955404662138,28.877128111273908
2005,1,Wildfire/natural vegetation fire,Extreme,0.92,0.53,2637.36,0.1921,88,VIIRS,144.92,1.7015379386346392,29.061029906119856
2005,1,Agricultural fire,Low,1.79,1.0,2638.36,0.1922,88,VIIRS,7.38,1.9626734747186718,28.715819440656684
2005,1,Mining-related fire,Extreme,2.65,1.43,2639.79,0.1923,88,VIIRS,102.54,1.8469006875442946,28.915297174917605
2005,1,Charcoal production,High,5.38,4.47,2644.26,0.1926,86,VIIRS,11.01,2.0576157857454684,28.010277776238073
2005,1,Wildfire/natural vegetation fire,Extreme,3.25,1.34,2645.6,0.1927,67,VIIRS,149.26,2.2217750871442266,29.071445857235
2005,1,Agricultural fire,Moderate,2.13,1.12,2646.72,0.1928,91,MODIS,17.32,1.5951786949211506,28.09828932918523
2005,1,Agricultural fire,High,3.19,1.59,2648.31,0.1929,74,MODIS,69.7,1.4677205729424088,28.753297865645926
2005,1,Wildfire/natural vegetation fire,Extreme,4.2,2.95,2651.26,0.1932,98,MODIS,143.55,2.292223416389802,28.46013388201755
2005,1,Wildfire/natural vegetation fire,Extreme,0.72,0.58,2651.84,0.1932,95,MODIS,147.25,1.1844266361456377,29.02403279408403
2005,1,Agricultural fire,Extreme,5.54,1.57,2653.41,0.1933,95,VIIRS,76.7,1.5450160437892482,28.456565815816234
2005,1,Agricultural fire,Moderate,2.5,1.45,2654.86,0.1934,80,VIIRS,45.49,2.0303090951490095,29.137307337769478
2005,1,Agricultural fire,High,4.95,1.2,2656.06,0.1935,94,MODIS,14.23,1.924013598868354,28.78808674717409
2005,1,Wildfire/natural vegetation fire,Extreme,3.16,2.25,2658.31,0.1937,84,VIIRS,136.87,1.1794676720848365,28.763024907211058
2005,1,Agricultural fire,High,1.49,0.32,2658.63,0.1937,83,VIIRS,61.1,1.6182408372280532,28.642308358419594
2005,1,Wildfire/natural vegetation fire,Extreme,5.04,3.53,2662.16,0.1939,94,MODIS,113.19,1.7677850319232478,29.04740804730386
2005,1,Wildfire/natural vegetation fire,High,1.29,0.72,2662.88,0.194,78,MODIS,81.46,1.4371741856466387,29.15373751899109
2005,1,Wildfire/natural vegetation fire,Extreme,3.64,3.12,2666.0,0.1942,99,VIIRS,143.32,1.4951844434309711,28.471759825556507
2005,1,Charcoal production,Extreme,6.24,5.61,2671.61,0.1946,92,MODIS,44.46,1.572865168760399,29.173489983202003
2005,1,Wildfire/natural vegetation fire,Extreme,1.69,0.46,2672.07,0.1947,83,MODIS,106.16,2.23656653167415,28.382629996770902
2005,1,Agricultural fire,Moderate,0.55,0.48,2672.55,0.1947,75,VIIRS,58.74,1.7827718739006937,28.10515362735961
2005,1,Wildfire/natural vegetation fire,Extreme,1.22,0.26,2672.81,0.1947,85,VIIRS,125.33,1.055427499130976,29.0336307322948
2005,1,Agricultural fire,Moderate,3.49,2.46,2675.27,0.1949,84,VIIRS,16.43,1.7745787191598428,28.653536262697795
2005,1,Agricultural fire,High,1.47,1.26,2676.53,0.195,84,VIIRS,74.58,2.4187250332490304,28.279893249824163
2005,1,Wildfire/natural vegetation fire,Extreme,2.03,0.42,2676.95,0.195,60,VIIRS,136.32,1.756380553606402,28.134686262660413
2005,1,Agricultural fire,Moderate,3.95,1.2,2678.15,0.1951,98,MODIS,6.19,2.019959449847223,28.44711461459054
2005,1,Wildfire/natural vegetation fire,Extreme,1.84,1.2,2679.35,0.1952,68,VIIRS,104.55,2.3297564633048378,28.928944325270834
2005,1,Hunting/fire camp,Moderate,3.76,2.88,2682.23,0.1954,76,VIIRS,26.67,1.6551379353906097,29.06418982966718
2005,1,Agricultural fire,High,4.96,3.5,2685.73,0.1957,63,MODIS,59.81,1.1992357239659632,28.18863680220608
2005,1,Hunting/fire camp,Low,1.84,0.73,2686.46,0.1957,64,MODIS,8.9,1.9407219564576197,28.341984456455375
2005,1,Agricultural fire,High,4.81,2.9,2689.36,0.1959,96,VIIRS,34.25,2.11498427433619,29.069627634106194
2005,1,Wildfire/natural vegetation fire,Extreme,4.48,2.95,2692.31,0.1961,76,MODIS,120.41,2.4260076687420593,29.190145930976126
2005,1,Wildfire/natural vegetation fire,High,5.46,3.12,2695.43,0.1964,69,VIIRS,80.42,1.970970940803583,29.03092258214198
2005,1,Agricultural fire,High,2.48,1.79,2697.22,0.1965,88,MODIS,78.06,2.2703421386988647,28.95120954141747
2005,1,Agricultural fire,Moderate,2.29,1.23,2698.45,0.1966,94,MODIS,59.69,1.0183210414387547,28.583025810766593
2005,1,Wildfire/natural vegetation fire,Extreme,5.26,3.52,2701.97,0.1968,79,MODIS,109.73,1.1079839904688127,28.940201828313466
2005,1,Hunting/fire camp,Moderate,2.37,0.89,2702.86,0.1969,93,VIIRS,27.62,2.063483489496999,28.41907874898773
