mining_site_id,concession_id,mining_type,mineral_type,operator_name,artisanal_or_industrial,year,mining_area_ha,forest_loss_due_to_mining_ha,burned_area_related_ha,carbon_loss_tons,habitat_loss_ha,biodiversity_risk_level,proximity_to_river_km,proximity_to_road_km,inside_protected_area,source_dataset,source_provider,source_url,retrieval_date,processing_method,confidence_level,date_processed
SITE-2015-001,CAMI-3102,ZEA (Artisanal Zone),Tungsten,Independent Miners,Artisanal,2015,32.29,26.55,3.23,6637.37,29.2,Medium,3.63,4.16,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
SITE-2015-002,CAMI-4379,PR (Exploration),Tin,Artisanal Cooperatives,Artisanal,2015,37.22,27.94,3.72,6986.1,30.74,High,0.43,10.51,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
SITE-2015-003,CAMI-7508,PE (Exploitation),Tungsten,Banro Corporation,Artisanal,2015,30.21,25.91,3.02,6478.12,28.5,Medium,4.67,9.9,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
SITE-2015-004,CAMI-9017,ZEA (Artisanal Zone),Diamond,Independent Miners,Artisanal,2015,35.68,33.81,3.57,8453.5,37.2,Critical,3.25,16.91,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
SITE-2016-000,CAMI-5229,ZEA (Artisanal Zone),Tungsten,Artisanal Cooperatives,Artisanal,2016,29.31,24.73,2.93,6182.83,27.2,High,4.04,15.45,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
SITE-2016-001,CAMI-5371,ZEA (Artisanal Zone),Diamond,Kibali Goldmines,Artisanal,2016,29.71,22.37,2.97,5592.15,24.61,Medium,4.69,8.62,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2016-002,CAMI-6028,PR (Exploration),Gold,Artisanal Cooperatives,Artisanal,2016,33.73,27.29,3.37,6822.09,30.02,Critical,1.72,8.22,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
CONC-2016-003,CAMI-4181,ZEA (Artisanal Zone),Tungsten,Banro Corporation,Industrial,2016,21.25,18.92,2.12,4730.43,20.81,High,0.93,12.66,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
CONC-2016-004,CAMI-4241,PR (Exploration),Diamond,Kibali Goldmines,Industrial,2016,15.24,13.27,1.52,3316.5,14.59,Critical,2.06,15.24,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
SITE-2017-000,CAMI-6244,PR (Exploration),Tin,Artisanal Cooperatives,Artisanal,2017,33.95,28.52,3.4,7129.55,31.37,Critical,0.59,7.13,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
SITE-2017-001,CAMI-2906,PR (Exploration),Gold,Banro Corporation,Artisanal,2017,35.18,28.92,3.52,7230.1,31.81,Critical,0.96,8.03,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
SITE-2017-002,CAMI-3047,PR (Exploration),Tungsten,Kibali Goldmines,Artisanal,2017,36.82,32.4,3.68,8100.95,35.64,High,1.84,4.79,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2017-003,CAMI-8676,PE (Exploitation),Diamond,Kibali Goldmines,Artisanal,2017,30.83,25.26,3.08,6314.0,27.78,High,1.26,13.3,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
CONC-2018-000,CAMI-4870,PE (Exploitation),Tantalum,Alphamin Bisie Mining,Industrial,2018,16.54,14.77,1.65,3693.15,16.25,High,4.74,5.73,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
SITE-2018-001,CAMI-6529,PE (Exploitation),Tungsten,Artisanal Cooperatives,Artisanal,2018,35.78,26.59,3.58,6646.82,29.25,Critical,1.56,5.15,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2018-002,CAMI-7409,PR (Exploration),Tantalum,Kibali Goldmines,Artisanal,2018,36.97,29.49,3.7,7373.53,32.44,Critical,2.74,7.36,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2019-000,CAMI-5540,PR (Exploration),Tin,Kibali Goldmines,Artisanal,2019,33.89,26.04,3.39,6510.71,28.65,Medium,3.01,4.16,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
CONC-2019-001,CAMI-3288,PE (Exploitation),Diamond,Banro Corporation,Industrial,2019,23.37,19.02,2.34,4756.2,20.93,Critical,3.16,6.0,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2019-002,CAMI-4389,PE (Exploitation),Tungsten,Artisanal Cooperatives,Artisanal,2019,34.49,26.52,3.45,6630.17,29.17,Critical,1.79,3.74,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
SITE-2019-003,CAMI-4061,ZEA (Artisanal Zone),Tin,Independent Miners,Artisanal,2019,34.08,32.35,3.41,8087.09,35.58,High,4.68,11.81,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2019-004,CAMI-9267,PR (Exploration),Gold,Artisanal Cooperatives,Artisanal,2019,37.03,33.85,3.7,8461.29,37.23,Medium,1.76,16.95,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
SITE-2020-000,CAMI-3666,PE (Exploitation),Tin,Independent Miners,Artisanal,2020,38.47,32.21,3.85,8053.16,35.43,High,3.36,18.75,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
CONC-2020-001,CAMI-5545,PE (Exploitation),Copper,Alphamin Bisie Mining,Industrial,2020,17.43,14.1,1.74,3525.09,15.51,Critical,2.05,3.6,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
CONC-2020-002,CAMI-7650,ZEA (Artisanal Zone),Copper,Banro Corporation,Industrial,2020,15.54,11.13,1.55,2782.18,12.24,High,2.07,17.8,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
CONC-2020-003,CAMI-8769,PE (Exploitation),Tin,Kibali Goldmines,Industrial,2020,22.74,18.66,2.27,4664.45,20.52,High,1.73,8.83,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
SITE-2020-004,CAMI-4565,PE (Exploitation),Tin,Alphamin Bisie Mining,Artisanal,2020,39.78,31.81,3.98,7953.67,35.0,High,4.29,1.54,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2020-005,CAMI-6863,ZEA (Artisanal Zone),Copper,Alphamin Bisie Mining,Industrial,2020,22.64,18.87,2.26,4718.24,20.76,High,0.52,7.17,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
CONC-2020-006,CAMI-8502,ZEA (Artisanal Zone),Diamond,Kibali Goldmines,Industrial,2020,23.04,21.2,2.3,5299.51,23.32,Medium,4.64,12.16,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2020-007,CAMI-7982,PR (Exploration),Tungsten,Banro Corporation,Artisanal,2020,39.83,35.05,3.98,8763.68,38.56,Medium,3.94,13.87,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2021-000,CAMI-7830,PR (Exploration),Tin,Independent Miners,Industrial,2021,25.11,19.92,2.51,4980.61,21.91,High,3.92,1.1,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2021-001,CAMI-3500,PR (Exploration),Tungsten,Kibali Goldmines,Artisanal,2021,37.96,32.14,3.8,8036.0,35.36,High,3.94,5.23,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
CONC-2021-002,CAMI-4758,ZEA (Artisanal Zone),Tungsten,Artisanal Cooperatives,Industrial,2021,16.81,13.82,1.68,3454.13,15.2,Medium,0.87,7.51,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
CONC-2021-003,CAMI-5368,PR (Exploration),Tantalum,Kibali Goldmines,Industrial,2021,15.72,13.2,1.57,3299.25,14.52,Critical,3.68,16.56,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
SITE-2021-004,CAMI-6292,PE (Exploitation),Tantalum,Artisanal Cooperatives,Artisanal,2021,44.84,39.15,4.48,9787.81,43.07,Medium,1.03,4.25,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2021-005,CAMI-5848,ZEA (Artisanal Zone),Copper,Kibali Goldmines,Artisanal,2021,46.28,36.53,4.63,9132.3,40.18,Critical,4.12,11.09,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
SITE-2021-006,CAMI-3505,ZEA (Artisanal Zone),Copper,Kibali Goldmines,Artisanal,2021,41.11,37.83,4.11,9458.28,41.62,Critical,3.37,14.75,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15
SITE-2022-000,CAMI-7822,ZEA (Artisanal Zone),Tungsten,Banro Corporation,Artisanal,2022,46.56,42.68,4.66,10669.32,46.95,Critical,0.81,6.76,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
SITE-2022-001,CAMI-9862,PE (Exploitation),Tungsten,Banro Corporation,Artisanal,2022,46.24,33.17,4.62,8291.59,36.48,High,2.99,2.69,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
CONC-2022-002,CAMI-2433,PE (Exploitation),Tin,Artisanal Cooperatives,Industrial,2022,19.29,17.71,1.93,4428.32,19.48,Medium,4.39,6.0,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
CONC-2022-003,CAMI-4051,ZEA (Artisanal Zone),Tantalum,Independent Miners,Industrial,2022,21.65,20.28,2.16,5069.02,22.3,Medium,0.48,18.74,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
CONC-2022-004,CAMI-9747,ZEA (Artisanal Zone),Diamond,Banro Corporation,Industrial,2022,22.21,20.19,2.22,5048.37,22.21,Medium,3.49,17.27,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
SITE-2022-005,CAMI-2315,PE (Exploitation),Gold,Independent Miners,Artisanal,2022,38.89,31.38,3.89,7845.71,34.52,Critical,4.06,15.81,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15
SITE-2022-006,CAMI-8837,PR (Exploration),Gold,Kibali Goldmines,Artisanal,2022,41.55,33.55,4.15,8387.46,36.9,High,2.69,12.12,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15
SITE-2023-000,CAMI-9958,PR (Exploration),Gold,Alphamin Bisie Mining,Artisanal,2023,48.29,43.14,4.83,10786.15,47.46,Medium,0.13,1.96,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2023-001,CAMI-7765,PE (Exploitation),Tungsten,Banro Corporation,Artisanal,2023,49.31,44.19,4.93,11048.64,48.61,Medium,3.15,5.47,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
SITE-2023-002,CAMI-1978,PE (Exploitation),Tungsten,Alphamin Bisie Mining,Artisanal,2023,43.43,31.09,4.34,7772.69,34.2,Critical,0.86,15.57,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
SITE-2023-003,CAMI-8962,PE (Exploitation),Diamond,Kibali Goldmines,Artisanal,2023,41.06,36.22,4.11,9054.2,39.84,High,2.06,17.31,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
CONC-2024-000,CAMI-2540,ZEA (Artisanal Zone),Gold,Independent Miners,Industrial,2024,21.34,17.81,2.13,4452.06,19.59,Critical,0.57,16.21,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
SITE-2024-001,CAMI-2229,PR (Exploration),Copper,Banro Corporation,Artisanal,2024,46.94,40.35,4.69,10087.5,44.38,Medium,1.87,15.76,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2024-002,CAMI-3954,PE (Exploitation),Copper,Kibali Goldmines,Artisanal,2024,48.94,38.65,4.89,9661.41,42.51,High,2.81,6.84,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
CONC-2024-003,CAMI-9793,PR (Exploration),Gold,Artisanal Cooperatives,Industrial,2024,19.18,17.94,1.92,4486.12,19.74,High,1.99,19.06,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
CONC-2024-004,CAMI-8444,ZEA (Artisanal Zone),Tungsten,Alphamin Bisie Mining,Industrial,2024,18.95,16.49,1.9,4122.92,18.14,Critical,3.22,12.84,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
CONC-2024-005,CAMI-4632,PE (Exploitation),Tungsten,Artisanal Cooperatives,Industrial,2024,21.75,18.41,2.18,4601.72,20.25,High,1.82,1.61,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
CONC-2025-000,CAMI-1195,ZEA (Artisanal Zone),Copper,Independent Miners,Industrial,2025,17.51,12.58,1.75,3146.15,13.84,Medium,3.92,8.75,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
SITE-2025-001,CAMI-2439,ZEA (Artisanal Zone),Diamond,Banro Corporation,Artisanal,2025,50.02,43.39,5.0,10846.56,47.72,High,0.83,15.08,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
SITE-2025-002,CAMI-7723,PR (Exploration),Tantalum,Artisanal Cooperatives,Artisanal,2025,45.6,36.76,4.56,9189.81,40.44,Critical,2.14,14.18,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
SITE-2025-003,CAMI-4522,PR (Exploration),Tungsten,Independent Miners,Artisanal,2025,45.16,32.71,4.52,8178.17,35.98,Critical,1.53,5.33,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
CONC-2025-004,CAMI-5174,PR (Exploration),Diamond,Alphamin Bisie Mining,Industrial,2025,23.63,17.04,2.36,4260.11,18.74,Critical,3.7,16.95,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2025-005,CAMI-1109,PE (Exploitation),Diamond,Independent Miners,Artisanal,2025,48.95,41.83,4.89,10456.25,46.01,Medium,3.78,2.69,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
SITE-2026-000,CAMI-3086,PE (Exploitation),Tantalum,Banro Corporation,Artisanal,2026,47.52,33.73,4.75,8431.49,37.1,High,3.69,19.98,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
CONC-2026-001,CAMI-8249,ZEA (Artisanal Zone),Tin,Artisanal Cooperatives,Industrial,2026,21.19,16.58,2.12,4144.2,18.23,Critical,0.5,15.55,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
CONC-2026-002,CAMI-3145,PE (Exploitation),Diamond,Artisanal Cooperatives,Industrial,2026,23.39,17.68,2.34,4419.45,19.45,Critical,4.93,1.37,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
SITE-2026-003,CAMI-9714,PR (Exploration),Diamond,Alphamin Bisie Mining,Artisanal,2026,52.99,46.85,5.3,11712.08,51.53,Medium,0.9,0.56,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
SITE-2026-004,CAMI-4264,PE (Exploitation),Tantalum,Kibali Goldmines,Artisanal,2026,53.65,38.38,5.37,9594.22,42.21,Critical,4.37,15.72,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
CONC-2026-005,CAMI-2325,ZEA (Artisanal Zone),Copper,Kibali Goldmines,Industrial,2026,26.65,23.95,2.67,5987.24,26.34,Medium,2.33,16.99,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
SITE-2026-006,CAMI-6415,PE (Exploitation),Tin,Banro Corporation,Artisanal,2026,51.64,36.4,5.16,9099.89,40.04,Medium,3.88,16.92,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
CONC-2026-007,CAMI-6437,ZEA (Artisanal Zone),Tantalum,Alphamin Bisie Mining,Industrial,2026,26.69,20.86,2.67,5215.28,22.95,High,3.21,5.03,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
