year,latitude,longitude,province,territory,zone_name,area_ha,area_km2,percent_change,source_dataset,analysis_method,confidence_level,date_processed,hotspot_id,year_detected,logging_area_ha,logging_density,distance_to_road,forest_type,suspected_illegal_activity,hotspot_risk_level
2011,2.033185295751341,27.81520977580798,Ituri,Mambasa,Okapi Wildlife Reserve,69.99,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,L-2011-003,2011,69.99,Medium,2.07,Primary Tropical Forest,True,4
2011,1.4689218082748359,28.25013463770556,Ituri,Epulu,Okapi Wildlife Reserve,47.2,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2011-004,2011,47.2,High,7.58,Primary Tropical Forest,True,2
2011,2.34815237987579,29.89298429400255,Ituri,Wamba,Okapi Wildlife Reserve,71.56,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2011-005,2011,71.56,Medium,4.93,Primary Tropical Forest,True,5
2011,1.9679915663641427,28.64390812349317,Ituri,Epulu,Okapi Wildlife Reserve,53.16,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,L-2011-006,2011,53.16,High,7.87,Primary Tropical Forest,True,5
2012,1.6019157453764443,27.92707905278281,Ituri,Epulu,Okapi Wildlife Reserve,64.74,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,L-2012-000,2012,64.74,High,4.4,Primary Tropical Forest,True,5
2012,1.5102724075595686,27.71002531043576,Ituri,Epulu,Okapi Wildlife Reserve,60.44,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,L-2012-001,2012,60.44,High,2.31,Primary Tropical Forest,True,1
2012,1.1986899226990617,28.534508662583725,Ituri,Epulu,Okapi Wildlife Reserve,61.39,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,L-2012-002,2012,61.39,Low,4.13,Primary Tropical Forest,True,5
2012,1.9802069903319515,28.571496832176546,Ituri,Mambasa,Okapi Wildlife Reserve,61.08,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,L-2012-003,2012,61.08,Low,2.06,Primary Tropical Forest,True,1
2012,1.4840543858184712,28.005800569435,Ituri,Epulu,Okapi Wildlife Reserve,61.76,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,L-2012-004,2012,61.76,High,4.78,Primary Tropical Forest,True,3
2012,1.970028576162945,27.770428735983675,Ituri,Epulu,Okapi Wildlife Reserve,71.42,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,L-2012-005,2012,71.42,High,8.32,Primary Tropical Forest,True,5
2012,1.6768086557443422,29.22923513397429,Ituri,Wamba,Okapi Wildlife Reserve,66.9,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,L-2012-006,2012,66.9,Low,7.29,Primary Tropical Forest,True,1
2013,1.265237549560804,27.796005699662487,Ituri,Epulu,Okapi Wildlife Reserve,58.95,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,L-2013-000,2013,58.95,High,8.78,Primary Tropical Forest,True,1
2013,2.074813236738213,29.588928390252754,Ituri,Epulu,Okapi Wildlife Reserve,67.31,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,L-2013-001,2013,67.31,Medium,3.13,Primary Tropical Forest,True,1
2013,1.925729869158756,28.1533364907909,Ituri,Mambasa,Okapi Wildlife Reserve,73.65,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,L-2013-002,2013,73.65,Low,8.64,Primary Tropical Forest,True,4
2013,1.9923691066834,29.504611627051226,Ituri,Epulu,Okapi Wildlife Reserve,57.97,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,L-2013-003,2013,57.97,High,2.8,Primary Tropical Forest,True,5
2013,1.6417441394830168,29.58442887783323,Ituri,Mambasa,Okapi Wildlife Reserve,46.61,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,L-2013-004,2013,46.61,Medium,4.0,Primary Tropical Forest,True,3
2013,1.2938044846972268,27.775949181714154,Ituri,Wamba,Okapi Wildlife Reserve,60.26,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.98,2026-05-15,L-2013-005,2013,60.26,High,3.96,Primary Tropical Forest,True,1
2014,2.3643919549640176,29.723350307760107,Ituri,Wamba,Okapi Wildlife Reserve,59.67,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2014-000,2014,59.67,Low,7.43,Primary Tropical Forest,True,4
2014,2.0998693307645357,28.149406969050023,Ituri,Epulu,Okapi Wildlife Reserve,67.66,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,L-2014-001,2014,67.66,High,2.46,Primary Tropical Forest,True,5
2014,1.3127230304919755,29.43573976756911,Ituri,Epulu,Okapi Wildlife Reserve,73.64,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,L-2014-002,2014,73.64,High,6.0,Primary Tropical Forest,True,5
2014,1.1746645112679206,29.812647586585598,Ituri,Mambasa,Okapi Wildlife Reserve,50.27,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,L-2014-003,2014,50.27,Medium,3.15,Primary Tropical Forest,True,1
2014,1.7519614187279449,27.673708031931692,Ituri,Wamba,Okapi Wildlife Reserve,66.91,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,L-2014-004,2014,66.91,Low,7.73,Primary Tropical Forest,True,5
2014,1.9310311889301954,27.985787670976393,Ituri,Mambasa,Okapi Wildlife Reserve,55.36,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,L-2014-005,2014,55.36,Low,1.11,Primary Tropical Forest,True,5
2014,1.2272745236174782,28.865073965001553,Ituri,Epulu,Okapi Wildlife Reserve,50.76,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,L-2014-006,2014,50.76,Medium,0.61,Primary Tropical Forest,True,5
2014,1.474571263157564,28.66297385355825,Ituri,Epulu,Okapi Wildlife Reserve,73.15,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,L-2014-007,2014,73.15,High,1.65,Primary Tropical Forest,True,5
2015,2.3277361843178714,28.537516201085868,Ituri,Mambasa,Okapi Wildlife Reserve,68.02,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,L-2015-000,2015,68.02,High,4.39,Primary Tropical Forest,True,2
2015,1.2577934589714408,27.702888713200817,Ituri,Wamba,Okapi Wildlife Reserve,56.14,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2015-001,2015,56.14,Medium,9.13,Primary Tropical Forest,True,4
2015,2.3444103492126556,28.444730062382096,Ituri,Wamba,Okapi Wildlife Reserve,68.29,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.85,2026-05-15,L-2015-002,2015,68.29,High,6.16,Primary Tropical Forest,True,4
2015,1.3280442009076534,28.264245641646337,Ituri,Wamba,Okapi Wildlife Reserve,66.22,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.85,2026-05-15,L-2015-003,2015,66.22,Low,7.86,Primary Tropical Forest,True,1
2015,2.3795573536665913,28.12397605559838,Ituri,Wamba,Okapi Wildlife Reserve,72.61,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2015-004,2015,72.61,Medium,3.57,Primary Tropical Forest,True,1
2015,2.0160864686332216,29.514552585512888,Ituri,Mambasa,Okapi Wildlife Reserve,68.05,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2015-005,2015,68.05,Low,7.35,Primary Tropical Forest,True,4
2015,1.7457118416773452,29.01544694139872,Ituri,Epulu,Okapi Wildlife Reserve,63.86,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,L-2015-006,2015,63.86,High,2.27,Primary Tropical Forest,True,2
2015,2.1289400611983034,28.962759147955484,Ituri,Epulu,Okapi Wildlife Reserve,56.49,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2015-007,2015,56.49,High,1.69,Primary Tropical Forest,True,2
2015,2.165964052567411,29.79112307732222,Ituri,Wamba,Okapi Wildlife Reserve,77.81,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,L-2015-008,2015,77.81,High,7.64,Primary Tropical Forest,True,1
2015,1.5122781727263646,27.904739276252368,Ituri,Wamba,Okapi Wildlife Reserve,50.22,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,L-2015-009,2015,50.22,Medium,7.7,Primary Tropical Forest,True,1
2015,1.4092074069392164,29.546554687646875,Ituri,Wamba,Okapi Wildlife Reserve,65.01,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,L-2015-010,2015,65.01,Medium,9.08,Primary Tropical Forest,True,2
2015,1.6227411464702366,28.783888996282112,Ituri,Epulu,Okapi Wildlife Reserve,52.87,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,L-2015-011,2015,52.87,High,8.5,Primary Tropical Forest,True,3
2016,2.3469723554229303,29.50548687551582,Ituri,Wamba,Okapi Wildlife Reserve,60.96,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2016-000,2016,60.96,Medium,0.66,Primary Tropical Forest,True,5
2016,1.7853127284410086,29.66006482597733,Ituri,Wamba,Okapi Wildlife Reserve,70.38,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,L-2016-001,2016,70.38,Low,9.28,Primary Tropical Forest,True,3
2016,1.5537829090007693,29.106688549761063,Ituri,Epulu,Okapi Wildlife Reserve,66.05,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,L-2016-002,2016,66.05,High,0.97,Primary Tropical Forest,True,3
2016,1.884689886090003,29.85592994779673,Ituri,Epulu,Okapi Wildlife Reserve,64.54,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,L-2016-003,2016,64.54,Medium,1.0,Primary Tropical Forest,True,3
2016,1.780422342553922,29.760122796692734,Ituri,Mambasa,Okapi Wildlife Reserve,72.72,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2016-004,2016,72.72,High,1.47,Primary Tropical Forest,True,2
2016,2.2224607912338943,28.521454765944405,Ituri,Mambasa,Okapi Wildlife Reserve,58.94,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,L-2016-005,2016,58.94,Low,5.9,Primary Tropical Forest,True,3
2016,2.1686558144190666,28.419728964966524,Ituri,Mambasa,Okapi Wildlife Reserve,53.07,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2016-006,2016,53.07,High,6.24,Primary Tropical Forest,True,2
2016,2.182960574331556,29.88367912784614,Ituri,Wamba,Okapi Wildlife Reserve,81.06,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,L-2016-007,2016,81.06,Low,9.32,Primary Tropical Forest,True,1
2016,1.3282806592967287,27.640496531594145,Ituri,Wamba,Okapi Wildlife Reserve,71.4,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2016-008,2016,71.4,High,4.45,Primary Tropical Forest,True,2
2016,2.1208928288137363,29.61366596880342,Ituri,Wamba,Okapi Wildlife Reserve,56.04,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2016-009,2016,56.04,High,1.06,Primary Tropical Forest,True,1
2016,1.2378258708158674,29.666918487269044,Ituri,Epulu,Okapi Wildlife Reserve,69.31,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,L-2016-010,2016,69.31,Medium,2.46,Primary Tropical Forest,True,4
2016,1.4247205418007374,27.78730610572941,Ituri,Mambasa,Okapi Wildlife Reserve,71.19,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,L-2016-011,2016,71.19,Medium,7.16,Primary Tropical Forest,True,5
2017,1.648307212370955,29.0709146788952,Ituri,Mambasa,Okapi Wildlife Reserve,72.32,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,L-2017-000,2017,72.32,High,7.22,Primary Tropical Forest,True,1
2017,1.2721764516615413,28.55225655832413,Ituri,Mambasa,Okapi Wildlife Reserve,78.57,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,L-2017-001,2017,78.57,High,8.48,Primary Tropical Forest,True,5
2017,2.060587693115584,28.679008568894798,Ituri,Mambasa,Okapi Wildlife Reserve,68.79,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,L-2017-002,2017,68.79,Medium,9.05,Primary Tropical Forest,True,3
2017,1.9469533826764387,28.943060648555083,Ituri,Wamba,Okapi Wildlife Reserve,59.81,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,L-2017-003,2017,59.81,High,9.12,Primary Tropical Forest,True,2
2017,1.8268855472176178,27.690821070596368,Ituri,Wamba,Okapi Wildlife Reserve,81.78,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,L-2017-004,2017,81.78,Low,8.46,Primary Tropical Forest,True,2
2017,2.2761776409838514,28.526152308155513,Ituri,Epulu,Okapi Wildlife Reserve,72.81,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,L-2017-005,2017,72.81,Medium,3.92,Primary Tropical Forest,True,3
2017,1.3478827932499273,29.799159277495757,Ituri,Epulu,Okapi Wildlife Reserve,67.68,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,L-2017-006,2017,67.68,High,9.77,Primary Tropical Forest,True,5
2017,1.9361545378609188,29.064937290516017,Ituri,Wamba,Okapi Wildlife Reserve,60.29,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,L-2017-007,2017,60.29,High,9.44,Primary Tropical Forest,True,3
2017,1.629972225087096,29.191474026895012,Ituri,Wamba,Okapi Wildlife Reserve,76.33,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,L-2017-008,2017,76.33,High,3.24,Primary Tropical Forest,True,4
2017,1.3895665039923437,28.88537947102583,Ituri,Wamba,Okapi Wildlife Reserve,73.25,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,L-2017-009,2017,73.25,Low,5.4,Primary Tropical Forest,True,4
2017,1.8573444313242984,29.483704204564386,Ituri,Mambasa,Okapi Wildlife Reserve,67.36,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,L-2017-010,2017,67.36,Medium,4.36,Primary Tropical Forest,True,2
2018,1.942623327548795,28.14338262819892,Ituri,Mambasa,Okapi Wildlife Reserve,56.6,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,L-2018-000,2018,56.6,Low,9.28,Primary Tropical Forest,True,1
2018,1.329723742792833,28.616218232843917,Ituri,Epulu,Okapi Wildlife Reserve,82.15,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2018-001,2018,82.15,Low,2.79,Primary Tropical Forest,True,3
2018,1.8011993885783224,28.679284795660916,Ituri,Epulu,Okapi Wildlife Reserve,74.99,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,L-2018-002,2018,74.99,Medium,0.66,Primary Tropical Forest,True,3
2018,2.1207866481222686,27.975867264208148,Ituri,Epulu,Okapi Wildlife Reserve,76.09,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,L-2018-003,2018,76.09,High,2.34,Primary Tropical Forest,True,4
2018,1.4204308894026938,28.59453486617562,Ituri,Mambasa,Okapi Wildlife Reserve,84.76,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2018-004,2018,84.76,Low,4.74,Primary Tropical Forest,True,4
2018,2.1158730622226685,28.833943559476985,Ituri,Wamba,Okapi Wildlife Reserve,62.17,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,L-2018-005,2018,62.17,High,6.33,Primary Tropical Forest,True,3
2019,1.9193785659816416,29.871955573043376,Ituri,Epulu,Okapi Wildlife Reserve,64.96,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,L-2019-000,2019,64.96,High,4.68,Primary Tropical Forest,True,4
2019,2.399851028925331,29.217170133096076,Ituri,Wamba,Okapi Wildlife Reserve,75.53,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,L-2019-001,2019,75.53,Medium,6.96,Primary Tropical Forest,True,3
2019,1.4248787138067225,27.82898975874892,Ituri,Epulu,Okapi Wildlife Reserve,81.3,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2019-002,2019,81.3,High,7.74,Primary Tropical Forest,True,1
2019,1.8138268431339877,27.886001681908024,Ituri,Mambasa,Okapi Wildlife Reserve,69.06,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,L-2019-003,2019,69.06,High,7.45,Primary Tropical Forest,True,4
2019,2.0076114108466667,28.253957343252775,Ituri,Epulu,Okapi Wildlife Reserve,73.44,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,L-2019-004,2019,73.44,Low,2.03,Primary Tropical Forest,True,1
2019,1.9578778973484505,29.194931329697965,Ituri,Wamba,Okapi Wildlife Reserve,70.12,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,L-2019-005,2019,70.12,Medium,7.19,Primary Tropical Forest,True,1
2019,2.219133350338144,28.355957143843845,Ituri,Mambasa,Okapi Wildlife Reserve,75.44,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,L-2019-006,2019,75.44,High,8.64,Primary Tropical Forest,True,1
2019,1.9002323399428471,28.775678847103617,Ituri,Mambasa,Okapi Wildlife Reserve,68.67,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,L-2019-007,2019,68.67,High,1.43,Primary Tropical Forest,True,1
2019,1.4243825486684,29.70380774607098,Ituri,Mambasa,Okapi Wildlife Reserve,66.06,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,L-2019-008,2019,66.06,Medium,5.91,Primary Tropical Forest,True,4
2019,1.3652831066957005,27.647590886747494,Ituri,Epulu,Okapi Wildlife Reserve,73.26,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.98,2026-05-15,L-2019-009,2019,73.26,Medium,4.55,Primary Tropical Forest,True,1
2019,2.2828896236294427,27.76071755211433,Ituri,Mambasa,Okapi Wildlife Reserve,75.82,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2019-010,2019,75.82,Medium,2.64,Primary Tropical Forest,True,5
2020,1.1758690882069596,29.684716388942192,Ituri,Epulu,Okapi Wildlife Reserve,79.75,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,L-2020-000,2020,79.75,Medium,3.7,Primary Tropical Forest,True,1
2020,1.8411717287305058,29.143250336563767,Ituri,Mambasa,Okapi Wildlife Reserve,71.12,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2020-001,2020,71.12,High,5.27,Primary Tropical Forest,True,2
2020,2.319288375243121,29.70587174696296,Ituri,Mambasa,Okapi Wildlife Reserve,85.93,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,L-2020-002,2020,85.93,Medium,4.61,Primary Tropical Forest,True,2
2020,1.5200151891867217,29.26023703377638,Ituri,Wamba,Okapi Wildlife Reserve,74.98,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2020-003,2020,74.98,Medium,9.35,Primary Tropical Forest,True,2
2020,1.8719062547092031,29.39427340675377,Ituri,Wamba,Okapi Wildlife Reserve,75.2,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,L-2020-004,2020,75.2,High,1.78,Primary Tropical Forest,True,3
2020,1.9163877526409088,27.95639054247648,Ituri,Wamba,Okapi Wildlife Reserve,64.64,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,L-2020-005,2020,64.64,Medium,5.62,Primary Tropical Forest,True,3
2020,2.248092136296962,28.39923382692791,Ituri,Wamba,Okapi Wildlife Reserve,60.56,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,L-2020-006,2020,60.56,High,7.53,Primary Tropical Forest,True,2
2020,2.142548785577631,28.797187200769578,Ituri,Epulu,Okapi Wildlife Reserve,63.87,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,L-2020-007,2020,63.87,Medium,1.7,Primary Tropical Forest,True,5
2020,2.1423588819881516,28.582343255577303,Ituri,Wamba,Okapi Wildlife Reserve,73.45,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.91,2026-05-15,L-2020-008,2020,73.45,Medium,9.05,Primary Tropical Forest,True,1
2020,1.8101234499950811,29.44270232913803,Ituri,Mambasa,Okapi Wildlife Reserve,67.58,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,L-2020-009,2020,67.58,Low,3.46,Primary Tropical Forest,True,3
2021,1.8038120425153388,29.03503136697461,Ituri,Wamba,Okapi Wildlife Reserve,86.42,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,L-2021-000,2021,86.42,High,2.62,Primary Tropical Forest,True,3
2021,1.6349872309559563,29.828376819414977,Ituri,Wamba,Okapi Wildlife Reserve,91.27,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,L-2021-001,2021,91.27,Low,4.21,Primary Tropical Forest,True,5
2021,2.290988477116856,29.88190615970505,Ituri,Mambasa,Okapi Wildlife Reserve,78.25,0,0,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.94,2026-05-15,L-2021-002,2021,78.25,Medium,5.76,Primary Tropical Forest,True,1
