year,latitude,longitude,province,territory,zone_name,area_ha,area_km2,percent_change,source_dataset,analysis_method,confidence_level,date_processed,fire_id,year_active,burned_area_ha,fire_severity,vegetation_type,carbon_emission_estimate,recurrence_frequency,distance_to_settlement
2018,1.6551422363056638,28.659399719644238,Ituri,Epulu,Okapi Wildlife Reserve,172.08,1.7208,3.42,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,F-2018-4,2018,172.08,High,Degraded Forest,2667.19,4,3.51
2018,1.5994508893791597,28.57408831140877,Ituri,Wamba,Okapi Wildlife Reserve,72.86,0.7286,8.6,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,F-2018-5,2018,72.86,Moderate,Savannah,1129.33,2,2.51
2019,1.6961727270238598,28.620242958742953,Ituri,Wamba,Okapi Wildlife Reserve,102.99,1.0299,-9.29,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,F-2019-0,2019,102.99,Moderate,Primary Forest,1596.38,4,4.01
2019,1.6850556374906767,28.522120631085404,Ituri,Wamba,Okapi Wildlife Reserve,117.24,1.1724,2.05,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2019-1,2019,117.24,Low,Primary Forest,1817.16,2,2.37
2019,1.727217452581819,28.525893137011366,Ituri,Mambasa,Okapi Wildlife Reserve,66.89,0.6689,9.66,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,F-2019-2,2019,66.89,Moderate,Degraded Forest,1036.78,5,1.97
2019,1.6697923891961812,28.501110598766818,Ituri,Wamba,Okapi Wildlife Reserve,199.96,1.9996,6.78,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,F-2019-3,2019,199.96,Low,Degraded Forest,3099.38,3,13.18
2019,1.7277366285018667,28.541815175007645,Ituri,Wamba,Okapi Wildlife Reserve,210.83,2.1083,-7.81,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,F-2019-4,2019,210.83,Moderate,Degraded Forest,3267.89,4,5.06
2020,1.6869774969041043,28.605647443339645,Ituri,Wamba,Okapi Wildlife Reserve,187.11,1.8711,-1.75,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,F-2020-0,2020,187.11,Low,Degraded Forest,2900.25,5,2.35
2020,1.574493900698171,28.601611358822094,Ituri,Wamba,Okapi Wildlife Reserve,60.8,0.608,-8.31,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,F-2020-1,2020,60.8,High,Primary Forest,942.34,4,12.88
2021,1.6955218016755147,28.615068500516784,Ituri,Wamba,Okapi Wildlife Reserve,53.96,0.5396,-0.7,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.89,2026-05-15,F-2021-0,2021,53.96,Moderate,Primary Forest,836.4,5,1.6
2021,1.7011215563340731,28.61788786053636,Ituri,Wamba,Okapi Wildlife Reserve,80.52,0.8052,-4.83,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,F-2021-1,2021,80.52,High,Savannah,1247.99,4,3.77
2021,1.6309431027628294,28.598939999364173,Ituri,Mambasa,Okapi Wildlife Reserve,72.4,0.724,3.01,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,F-2021-2,2021,72.4,High,Savannah,1122.14,4,5.9
2021,1.5622727977418294,28.520104794302323,Ituri,Mambasa,Okapi Wildlife Reserve,57.35,0.5735,-2.73,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,F-2021-3,2021,57.35,Low,Primary Forest,888.88,4,10.45
2021,1.6831264867958855,28.534525050144207,Ituri,Wamba,Okapi Wildlife Reserve,211.2,2.112,6.63,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,F-2021-4,2021,211.2,High,Degraded Forest,3273.65,3,5.12
2021,1.6902697722649485,28.644978010723094,Ituri,Epulu,Okapi Wildlife Reserve,239.23,2.3923,9.34,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,F-2021-5,2021,239.23,Moderate,Primary Forest,3708.03,1,10.26
2022,1.6736458450771534,28.62611701988564,Ituri,Epulu,Okapi Wildlife Reserve,182.53,1.8253,7.73,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,F-2022-0,2022,182.53,Low,Savannah,2829.19,2,14.04
2022,1.654379116843494,28.5233306705724,Ituri,Mambasa,Okapi Wildlife Reserve,172.45,1.7245,5.15,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,F-2022-1,2022,172.45,Low,Degraded Forest,2672.97,4,5.81
2022,1.7022404776629028,28.49112916779132,Ituri,Wamba,Okapi Wildlife Reserve,160.85,1.6085,5.29,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2022-2,2022,160.85,Low,Degraded Forest,2493.13,2,3.13
2023,1.6745613505678647,28.57894506871817,Ituri,Wamba,Okapi Wildlife Reserve,229.28,2.2928,-0.88,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.98,2026-05-15,F-2023-0,2023,229.28,High,Primary Forest,3553.83,4,6.96
2023,1.5489139569926902,28.554863437699844,Ituri,Epulu,Okapi Wildlife Reserve,149.54,1.4954,-8.2,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,F-2023-1,2023,149.54,Low,Savannah,2317.94,4,9.8
2023,1.6953730623511203,28.589158480979403,Ituri,Mambasa,Okapi Wildlife Reserve,68.52,0.6852,-4.68,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,F-2023-2,2023,68.52,Low,Degraded Forest,1062.0,4,2.03
2023,1.59777410218877,28.50788404552058,Ituri,Wamba,Okapi Wildlife Reserve,219.09,2.1909,8.14,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,F-2023-3,2023,219.09,Moderate,Primary Forest,3395.96,4,8.28
2023,1.5522083471320225,28.626118759911602,Ituri,Mambasa,Okapi Wildlife Reserve,106.78,1.0678,-2.57,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,F-2023-4,2023,106.78,Moderate,Primary Forest,1655.12,1,1.24
2024,1.6253203921704351,28.627648683637908,Ituri,Wamba,Okapi Wildlife Reserve,120.14,1.2014,-9.05,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2024-0,2024,120.14,High,Savannah,1862.24,2,11.68
2024,1.642590373904885,28.617273829821713,Ituri,Mambasa,Okapi Wildlife Reserve,157.51,1.5751,1.58,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,F-2024-1,2024,157.51,Low,Savannah,2441.39,4,6.98
2024,1.5870060607499366,28.56936511827411,Ituri,Mambasa,Okapi Wildlife Reserve,151.7,1.517,4.4,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,F-2024-2,2024,151.7,Moderate,Savannah,2351.32,2,13.0
2024,1.623292706554503,28.55224190112605,Ituri,Mambasa,Okapi Wildlife Reserve,64.82,0.6482,9.19,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,F-2024-3,2024,64.82,High,Savannah,1004.76,2,14.6
2024,1.6224342176142004,28.540001528856983,Ituri,Wamba,Okapi Wildlife Reserve,133.08,1.3308,-0.18,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.97,2026-05-15,F-2024-4,2024,133.08,Moderate,Savannah,2062.74,1,5.68
2024,1.7239569815720612,28.535850634521708,Ituri,Wamba,Okapi Wildlife Reserve,69.15,0.6915,-4.37,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,F-2024-5,2024,69.15,High,Degraded Forest,1071.79,5,4.84
2024,1.6588498580056406,28.667578867431374,Ituri,Mambasa,Okapi Wildlife Reserve,214.63,2.1463,-5.76,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,F-2024-6,2024,214.63,Low,Degraded Forest,3326.8,3,10.5
2024,1.6834752430282571,28.67218988341973,Ituri,Mambasa,Okapi Wildlife Reserve,61.82,0.6182,-3.75,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,F-2024-7,2024,61.82,Moderate,Degraded Forest,958.18,3,10.96
2025,1.7249836717516922,28.682528192061056,Ituri,Epulu,Okapi Wildlife Reserve,182.53,1.8253,-5.47,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,F-2025-0,2025,182.53,High,Degraded Forest,2829.27,3,13.95
2025,1.6764116791780252,28.610369388465067,Ituri,Mambasa,Okapi Wildlife Reserve,236.08,2.3608,9.13,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.96,2026-05-15,F-2025-1,2025,236.08,Low,Degraded Forest,3659.28,3,2.97
2026,1.6801196723917664,28.538188829407005,Ituri,Mambasa,Okapi Wildlife Reserve,76.04,0.7604,-6.23,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.93,2026-05-15,F-2026-0,2026,76.04,High,Savannah,1178.6,5,4.94
2026,1.573837747161034,28.64766345286534,Ituri,Epulu,Okapi Wildlife Reserve,229.65,2.2965,7.51,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.9,2026-05-15,F-2026-1,2026,229.65,Low,Savannah,3559.54,5,14.73
2026,1.5656627660684035,28.55811928883617,Ituri,Epulu,Okapi Wildlife Reserve,77.74,0.7774,-9.8,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.87,2026-05-15,F-2026-2,2026,77.74,Moderate,Primary Forest,1204.96,3,10.86
2026,1.639339477781171,28.565548094852137,Ituri,Epulu,Okapi Wildlife Reserve,217.94,2.1794,-4.51,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.95,2026-05-15,F-2026-3,2026,217.94,Low,Degraded Forest,3378.03,5,8.37
2026,1.6911989158017426,28.651713238545224,Ituri,Epulu,Okapi Wildlife Reserve,200.95,2.0095,-0.13,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.86,2026-05-15,F-2026-4,2026,200.95,High,Primary Forest,3114.76,1,3.59
2026,1.5774523356808012,28.610203638798,Ituri,Mambasa,Okapi Wildlife Reserve,65.76,0.6576,-6.39,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.88,2026-05-15,F-2026-5,2026,65.76,Moderate,Primary Forest,1019.28,5,6.37
2026,1.691672655422284,28.52910810967784,Ituri,Mambasa,Okapi Wildlife Reserve,55.62,0.5562,7.4,Hansen GFC / GFW / MODIS / VIIRS / GEDI / Sentinel-2,Parametric Change Detection & Spatial Clustering,0.92,2026-05-15,F-2026-6,2026,55.62,Low,Primary Forest,862.06,4,12.7
