mining_site_id,concession_id,mining_type,mineral_type,operator_name,artisanal_or_industrial,year,mining_area_ha,forest_loss_due_to_mining_ha,burned_area_related_ha,carbon_loss_tons,habitat_loss_ha,biodiversity_risk_level,proximity_to_river_km,proximity_to_road_km,inside_protected_area,source_dataset,source_provider,source_url,retrieval_date,processing_method,confidence_level,date_processed
CONC-2013-004,CAMI-3935,PE (Exploitation),Copper,Kibali Goldmines,Industrial,2013,12.08,8.73,1.21,2181.65,9.6,High,3.7,18.52,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
CONC-2013-005,CAMI-7927,ZEA (Artisanal Zone),Tantalum,Kibali Goldmines,Industrial,2013,14.59,13.35,1.46,3337.85,14.69,High,2.35,19.81,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2014-000,CAMI-9320,PE (Exploitation),Copper,Kibali Goldmines,Artisanal,2014,33.81,31.3,3.38,7826.13,34.43,High,1.43,17.15,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
SITE-2014-001,CAMI-2087,PR (Exploration),Tin,Independent Miners,Artisanal,2014,28.18,21.24,2.82,5309.51,23.36,Critical,1.0,8.43,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2014-002,CAMI-6534,PE (Exploitation),Tin,Alphamin Bisie Mining,Artisanal,2014,27.1,24.84,2.71,6210.88,27.33,High,4.93,10.91,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
CONC-2015-000,CAMI-9637,PE (Exploitation),Tantalum,Banro Corporation,Industrial,2015,20.98,17.13,2.1,4283.17,18.85,Medium,3.44,3.07,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
SITE-2015-001,CAMI-7733,PR (Exploration),Tungsten,Independent Miners,Artisanal,2015,34.76,27.66,3.48,6914.19,30.42,High,4.25,5.26,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
SITE-2015-002,CAMI-3747,ZEA (Artisanal Zone),Gold,Banro Corporation,Artisanal,2015,29.07,20.88,2.91,5219.05,22.96,Medium,2.06,5.76,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15
SITE-2015-003,CAMI-4661,PR (Exploration),Diamond,Alphamin Bisie Mining,Artisanal,2015,31.42,25.66,3.14,6414.12,28.22,High,3.29,6.02,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
SITE-2015-004,CAMI-9896,PE (Exploitation),Copper,Banro Corporation,Artisanal,2015,28.42,22.58,2.84,5645.11,24.84,High,4.5,6.38,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2015-005,CAMI-8279,PR (Exploration),Diamond,Banro Corporation,Artisanal,2015,36.21,26.97,3.62,6742.58,29.67,Critical,2.96,18.54,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
CONC-2015-006,CAMI-4441,ZEA (Artisanal Zone),Tantalum,Banro Corporation,Industrial,2015,13.54,9.7,1.35,2426.02,10.67,Medium,4.98,0.16,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
CONC-2016-000,CAMI-8426,PR (Exploration),Tantalum,Artisanal Cooperatives,Industrial,2016,19.45,17.33,1.95,4333.31,19.07,High,2.83,15.82,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
SITE-2016-001,CAMI-8289,PR (Exploration),Gold,Alphamin Bisie Mining,Artisanal,2016,38.47,29.69,3.85,7423.59,32.66,High,3.08,9.71,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
CONC-2016-002,CAMI-2531,PE (Exploitation),Gold,Alphamin Bisie Mining,Industrial,2016,21.01,16.1,2.1,4025.74,17.71,Medium,3.11,17.76,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
SITE-2016-003,CAMI-8881,ZEA (Artisanal Zone),Tin,Kibali Goldmines,Artisanal,2016,35.35,27.06,3.53,6764.16,29.76,Critical,4.93,15.27,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
CONC-2016-004,CAMI-4430,ZEA (Artisanal Zone),Diamond,Artisanal Cooperatives,Industrial,2016,19.49,16.61,1.95,4151.96,18.27,Medium,4.15,3.97,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
CONC-2016-005,CAMI-3188,PR (Exploration),Diamond,Alphamin Bisie Mining,Industrial,2016,19.79,17.54,1.98,4385.69,19.3,Critical,3.67,19.66,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2017-000,CAMI-6408,ZEA (Artisanal Zone),Copper,Artisanal Cooperatives,Industrial,2017,20.88,17.52,2.09,4379.77,19.27,High,2.57,11.41,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
SITE-2017-001,CAMI-1923,PR (Exploration),Diamond,Independent Miners,Artisanal,2017,30.93,28.48,3.09,7119.96,31.33,Critical,0.63,2.68,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
SITE-2017-002,CAMI-4857,ZEA (Artisanal Zone),Tantalum,Artisanal Cooperatives,Artisanal,2017,35.62,25.79,3.56,6448.02,28.37,High,3.16,4.93,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
CONC-2017-003,CAMI-7396,PE (Exploitation),Tin,Independent Miners,Industrial,2017,15.45,13.48,1.54,3369.34,14.83,Critical,4.09,8.87,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
SITE-2018-000,CAMI-2532,PE (Exploitation),Tin,Artisanal Cooperatives,Artisanal,2018,35.84,30.37,3.58,7592.58,33.41,Critical,0.66,11.31,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2018-001,CAMI-2557,PR (Exploration),Tantalum,Banro Corporation,Artisanal,2018,33.27,24.79,3.33,6197.28,27.27,Critical,0.51,16.48,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
CONC-2018-002,CAMI-2142,PE (Exploitation),Tungsten,Artisanal Cooperatives,Industrial,2018,23.52,19.39,2.35,4847.6,21.33,High,2.76,4.38,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15
SITE-2018-003,CAMI-7438,PR (Exploration),Copper,Independent Miners,Artisanal,2018,39.11,33.27,3.91,8316.48,36.59,Medium,0.12,6.09,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
SITE-2018-004,CAMI-8209,PE (Exploitation),Tungsten,Alphamin Bisie Mining,Artisanal,2018,32.92,28.3,3.29,7074.39,31.13,Medium,0.76,19.96,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
CONC-2018-005,CAMI-6739,PR (Exploration),Tantalum,Alphamin Bisie Mining,Industrial,2018,21.78,18.68,2.18,4668.81,20.54,Critical,2.31,18.07,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
CONC-2018-006,CAMI-8709,PE (Exploitation),Tin,Banro Corporation,Industrial,2018,15.51,13.78,1.55,3444.9,15.16,Critical,2.75,15.77,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15
CONC-2019-000,CAMI-4497,ZEA (Artisanal Zone),Tantalum,Artisanal Cooperatives,Industrial,2019,24.14,19.95,2.41,4988.06,21.95,Critical,4.99,18.72,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
CONC-2019-001,CAMI-6471,PR (Exploration),Copper,Alphamin Bisie Mining,Industrial,2019,19.69,15.55,1.97,3888.69,17.11,Critical,3.95,14.57,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
CONC-2019-002,CAMI-2894,PR (Exploration),Gold,Artisanal Cooperatives,Industrial,2019,20.31,14.87,2.03,3716.75,16.35,Critical,4.89,12.91,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
CONC-2019-003,CAMI-1218,ZEA (Artisanal Zone),Tungsten,Banro Corporation,Industrial,2019,15.0,13.39,1.5,3346.64,14.73,Medium,4.26,19.89,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
SITE-2020-000,CAMI-5554,PE (Exploitation),Gold,Banro Corporation,Artisanal,2020,41.62,39.22,4.16,9805.11,43.14,Critical,2.49,19.58,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2020-001,CAMI-3049,ZEA (Artisanal Zone),Diamond,Banro Corporation,Artisanal,2020,37.92,27.5,3.79,6874.48,30.25,Medium,0.39,11.06,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
SITE-2020-002,CAMI-8995,PR (Exploration),Tungsten,Artisanal Cooperatives,Artisanal,2020,35.04,31.61,3.5,7902.03,34.77,Critical,4.52,0.48,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
SITE-2021-000,CAMI-3318,PR (Exploration),Copper,Artisanal Cooperatives,Artisanal,2021,45.94,37.03,4.59,9256.79,40.73,Medium,3.6,11.35,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
SITE-2021-001,CAMI-9147,ZEA (Artisanal Zone),Gold,Independent Miners,Artisanal,2021,45.56,33.66,4.56,8416.17,37.03,Medium,3.53,5.49,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2021-002,CAMI-8763,PE (Exploitation),Diamond,Independent Miners,Artisanal,2021,41.29,30.1,4.13,7524.94,33.11,High,3.85,10.12,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15
CONC-2021-003,CAMI-4215,ZEA (Artisanal Zone),Diamond,Banro Corporation,Industrial,2021,18.69,16.73,1.87,4181.72,18.4,Critical,1.58,14.97,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2021-004,CAMI-2749,ZEA (Artisanal Zone),Tungsten,Alphamin Bisie Mining,Artisanal,2021,39.85,34.58,3.99,8644.94,38.04,Medium,4.82,15.73,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2021-005,CAMI-7556,PE (Exploitation),Tungsten,Artisanal Cooperatives,Artisanal,2021,38.41,28.1,3.84,7025.58,30.91,Medium,2.06,5.04,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2021-006,CAMI-8415,ZEA (Artisanal Zone),Gold,Artisanal Cooperatives,Artisanal,2021,39.03,30.38,3.9,7594.81,33.42,Critical,2.9,13.73,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
SITE-2022-000,CAMI-2271,PE (Exploitation),Diamond,Kibali Goldmines,Artisanal,2022,43.04,33.05,4.3,8262.28,36.35,Medium,0.15,14.27,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
CONC-2022-001,CAMI-6361,ZEA (Artisanal Zone),Diamond,Banro Corporation,Industrial,2022,22.41,21.05,2.24,5261.41,23.15,Medium,1.69,3.44,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15
CONC-2022-002,CAMI-2799,ZEA (Artisanal Zone),Tungsten,Alphamin Bisie Mining,Industrial,2022,18.94,14.76,1.89,3689.88,16.24,High,1.78,12.01,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
SITE-2023-000,CAMI-1737,PR (Exploration),Tin,Independent Miners,Artisanal,2023,41.97,32.69,4.2,8171.35,35.95,Medium,2.21,19.2,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
CONC-2023-001,CAMI-4961,PR (Exploration),Tin,Alphamin Bisie Mining,Industrial,2023,21.75,15.98,2.17,3994.96,17.58,High,2.81,11.83,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
SITE-2023-002,CAMI-9632,PE (Exploitation),Diamond,Kibali Goldmines,Artisanal,2023,43.68,33.44,4.37,8360.14,36.78,Critical,3.66,9.1,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
SITE-2023-003,CAMI-3394,PR (Exploration),Diamond,Kibali Goldmines,Artisanal,2023,41.86,30.56,4.19,7639.23,33.61,Critical,0.71,6.93,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
SITE-2023-004,CAMI-7353,PR (Exploration),Tin,Banro Corporation,Artisanal,2023,43.42,30.42,4.34,7605.78,33.47,High,0.12,11.97,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15
CONC-2023-005,CAMI-9210,ZEA (Artisanal Zone),Tungsten,Kibali Goldmines,Industrial,2023,20.57,19.29,2.06,4822.11,21.22,Medium,2.89,2.44,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
SITE-2024-000,CAMI-2920,PE (Exploitation),Tantalum,Banro Corporation,Artisanal,2024,44.27,41.94,4.43,10485.43,46.14,Medium,4.43,16.15,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
SITE-2024-001,CAMI-5332,PR (Exploration),Copper,Alphamin Bisie Mining,Artisanal,2024,49.94,47.04,4.99,11760.7,51.75,Critical,4.49,19.52,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15
SITE-2024-002,CAMI-7546,PR (Exploration),Copper,Kibali Goldmines,Artisanal,2024,50.13,36.73,5.01,9181.92,40.4,High,4.38,14.83,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
CONC-2025-000,CAMI-2773,ZEA (Artisanal Zone),Diamond,Banro Corporation,Industrial,2025,19.42,14.48,1.94,3620.26,15.93,Critical,0.31,17.15,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15
CONC-2025-001,CAMI-2584,PE (Exploitation),Copper,Banro Corporation,Industrial,2025,21.95,15.58,2.2,3895.2,17.14,Medium,2.95,2.47,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
SITE-2025-002,CAMI-2946,PR (Exploration),Gold,Independent Miners,Artisanal,2025,44.31,37.53,4.43,9382.42,41.28,High,0.24,0.93,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2025-003,CAMI-6912,PE (Exploitation),Diamond,Independent Miners,Artisanal,2025,47.63,36.37,4.76,9093.57,40.01,High,0.38,13.65,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
CONC-2025-004,CAMI-1368,ZEA (Artisanal Zone),Copper,Alphamin Bisie Mining,Industrial,2025,20.22,17.33,2.02,4332.75,19.06,Medium,2.27,5.96,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15
SITE-2025-005,CAMI-4004,ZEA (Artisanal Zone),Diamond,Banro Corporation,Artisanal,2025,43.64,30.59,4.36,7647.01,33.65,High,0.79,4.75,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15
SITE-2026-000,CAMI-3165,PE (Exploitation),Tin,Artisanal Cooperatives,Artisanal,2026,46.66,42.11,4.67,10528.7,46.33,Medium,2.56,8.97,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15
SITE-2026-001,CAMI-9246,ZEA (Artisanal Zone),Tantalum,Independent Miners,Artisanal,2026,52.75,47.01,5.27,11751.94,51.71,Medium,4.55,6.32,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
CONC-2026-002,CAMI-1457,ZEA (Artisanal Zone),Gold,Independent Miners,Industrial,2026,22.41,17.33,2.24,4332.28,19.06,Critical,3.71,13.64,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
SITE-2026-003,CAMI-9838,ZEA (Artisanal Zone),Tantalum,Independent Miners,Artisanal,2026,52.55,42.45,5.26,10613.25,46.7,Critical,1.05,15.12,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15
CONC-2026-004,CAMI-6312,PE (Exploitation),Tungsten,Kibali Goldmines,Industrial,2026,20.66,17.85,2.07,4462.49,19.63,High,0.13,17.93,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15
SITE-2026-005,CAMI-5970,PE (Exploitation),Diamond,Alphamin Bisie Mining,Artisanal,2026,52.93,44.8,5.29,11200.05,49.28,Medium,4.76,4.43,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15
SITE-2026-006,CAMI-7330,ZEA (Artisanal Zone),Gold,Banro Corporation,Artisanal,2026,47.31,38.81,4.73,9703.69,42.7,Critical,0.89,11.94,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15
SITE-2026-007,CAMI-8907,PR (Exploration),Tin,Kibali Goldmines,Artisanal,2026,44.83,42.01,4.48,10502.65,46.21,Critical,1.34,13.05,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15
