mining_site_id,concession_id,mining_type,mineral_type,operator_name,artisanal_or_industrial,year,mining_area_ha,forest_loss_due_to_mining_ha,burned_area_related_ha,carbon_loss_tons,habitat_loss_ha,biodiversity_risk_level,proximity_to_river_km,proximity_to_road_km,inside_protected_area,source_dataset,source_provider,source_url,retrieval_date,processing_method,confidence_level,date_processed,latitude,longitude
CONC-2013-004,CAMI-2089,ZEA (Artisanal Zone),Tungsten,Independent Miners,Industrial,2013,15.64,14.36,1.56,3589.96,15.8,High,3.47,15.74,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.434537346241436,29.4989514868205
CONC-2014-000,CAMI-4843,PE (Exploitation),Copper,Artisanal Cooperatives,Industrial,2014,14.38,10.08,1.44,2519.6,11.09,Critical,3.66,0.49,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.2445414276906812,27.829488702851474
SITE-2014-001,CAMI-5014,PE (Exploitation),Copper,Alphamin Bisie Mining,Artisanal,2014,28.64,24.69,2.86,6171.9,27.16,Critical,4.63,2.94,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.403109917330211,29.492903017223945
SITE-2014-002,CAMI-1069,PR (Exploration),Diamond,Artisanal Cooperatives,Artisanal,2014,31.35,23.58,3.13,5894.71,25.94,Critical,1.19,7.13,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.2828681048007797,28.640925461455122
CONC-2014-003,CAMI-1801,ZEA (Artisanal Zone),Copper,Alphamin Bisie Mining,Industrial,2014,16.36,12.97,1.64,3243.4,14.27,High,2.39,14.9,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.563700846653453,29.33397420922799
CONC-2015-000,CAMI-6680,PE (Exploitation),Tin,Alphamin Bisie Mining,Industrial,2015,13.67,11.41,1.37,2853.18,12.55,High,2.33,11.21,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,2.2482129182890693,29.230301305445707
SITE-2015-001,CAMI-6777,ZEA (Artisanal Zone),Tantalum,Artisanal Cooperatives,Artisanal,2015,34.44,30.48,3.44,7620.41,33.53,Medium,0.86,14.77,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.6970862968427585,28.46222715817262
CONC-2015-002,CAMI-2476,PE (Exploitation),Tin,Independent Miners,Industrial,2015,20.72,18.38,2.07,4594.96,20.22,Medium,1.84,10.09,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.8624878655922577,28.61481358692931
SITE-2015-003,CAMI-6034,PR (Exploration),Copper,Independent Miners,Artisanal,2015,36.83,27.42,3.68,6854.17,30.16,Critical,3.44,12.2,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.6816524323139705,28.096798607175792
SITE-2015-004,CAMI-8008,PR (Exploration),Tungsten,Kibali Goldmines,Artisanal,2015,35.98,27.7,3.6,6923.78,30.46,High,4.03,12.26,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,2.0573678619489613,28.561070868639124
CONC-2015-005,CAMI-6519,PE (Exploitation),Gold,Banro Corporation,Industrial,2015,18.32,14.54,1.83,3634.76,15.99,Critical,1.95,11.86,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.2100315902439596,29.57466504090639
CONC-2015-006,CAMI-3806,ZEA (Artisanal Zone),Diamond,Independent Miners,Industrial,2015,20.51,18.91,2.05,4726.54,20.8,Medium,2.96,16.2,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.3097485196438385,28.476452618141927
CONC-2016-000,CAMI-9779,ZEA (Artisanal Zone),Copper,Alphamin Bisie Mining,Industrial,2016,19.34,15.39,1.93,3847.87,16.93,High,0.19,13.01,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.3702444945062617,28.28033621149975
CONC-2016-001,CAMI-4864,PR (Exploration),Tungsten,Kibali Goldmines,Industrial,2016,21.13,18.22,2.11,4556.19,20.05,Critical,0.87,17.6,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15,2.3110652569302066,27.952126404266586
CONC-2016-002,CAMI-7770,PR (Exploration),Gold,Alphamin Bisie Mining,Industrial,2016,16.34,14.69,1.63,3672.19,16.16,Medium,3.21,19.82,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.809518380073715,28.966610478758625
CONC-2016-003,CAMI-1602,ZEA (Artisanal Zone),Tantalum,Alphamin Bisie Mining,Industrial,2016,18.79,14.82,1.88,3704.14,16.3,Critical,4.87,6.15,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.9677013714636362,28.20937112031869
SITE-2016-004,CAMI-7334,PE (Exploitation),Tantalum,Artisanal Cooperatives,Artisanal,2016,35.52,31.24,3.55,7809.1,34.36,Medium,0.11,1.42,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,2.2799940932845955,28.765659291496377
CONC-2016-005,CAMI-1892,PR (Exploration),Gold,Alphamin Bisie Mining,Industrial,2016,22.46,17.61,2.25,4401.97,19.37,Medium,3.6,13.2,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.6067907366821608,29.67857375366677
SITE-2017-000,CAMI-8045,ZEA (Artisanal Zone),Tantalum,Kibali Goldmines,Artisanal,2017,37.13,28.23,3.71,7057.36,31.05,Critical,2.14,0.71,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.9240832950751672,29.775871623640764
CONC-2017-001,CAMI-5399,PR (Exploration),Diamond,Banro Corporation,Industrial,2017,16.84,14.19,1.68,3546.76,15.61,Medium,4.68,10.22,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.6225873788396203,27.832575026499473
CONC-2017-002,CAMI-4960,ZEA (Artisanal Zone),Gold,Alphamin Bisie Mining,Industrial,2017,18.81,16.91,1.88,4226.68,18.6,Medium,0.48,11.31,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.313880618498081,28.023606513711993
CONC-2017-003,CAMI-5440,PE (Exploitation),Tungsten,Alphamin Bisie Mining,Industrial,2017,17.84,12.9,1.78,3224.56,14.19,Critical,3.27,1.47,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.7557265136618412,29.144098791820017
SITE-2017-004,CAMI-8744,PE (Exploitation),Tantalum,Independent Miners,Artisanal,2017,39.02,35.42,3.9,8853.87,38.96,Critical,0.12,10.55,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.1714456183594826,27.62198592383395
CONC-2017-005,CAMI-2252,ZEA (Artisanal Zone),Tungsten,Artisanal Cooperatives,Industrial,2017,17.19,16.02,1.72,4006.09,17.63,High,2.96,18.78,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.8011746155315844,27.801733347263944
SITE-2018-000,CAMI-9304,PR (Exploration),Gold,Artisanal Cooperatives,Artisanal,2018,33.18,30.01,3.32,7502.29,33.01,High,0.69,18.43,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.1522338433048205,27.604822583719887
CONC-2018-001,CAMI-5237,PR (Exploration),Copper,Kibali Goldmines,Industrial,2018,23.48,17.77,2.35,4442.75,19.55,Critical,2.86,5.61,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,2.3301234447021737,28.777229996446295
CONC-2018-002,CAMI-6232,PR (Exploration),Diamond,Kibali Goldmines,Industrial,2018,16.59,13.59,1.66,3396.74,14.95,High,1.03,16.18,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.1000374686443581,28.427231574475357
SITE-2018-003,CAMI-9368,ZEA (Artisanal Zone),Diamond,Independent Miners,Artisanal,2018,36.22,28.05,3.62,7011.42,30.85,Critical,2.83,16.05,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,2.020725911499945,27.665345661404775
CONC-2018-004,CAMI-5873,PR (Exploration),Gold,Alphamin Bisie Mining,Industrial,2018,14.6,10.84,1.46,2709.81,11.92,Medium,4.64,12.75,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.9701661662504224,28.13763305557162
SITE-2019-000,CAMI-2566,PE (Exploitation),Diamond,Artisanal Cooperatives,Artisanal,2019,39.46,36.33,3.95,9083.34,39.97,Critical,2.74,9.99,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.7995512411590937,28.787130141907483
SITE-2019-001,CAMI-2079,ZEA (Artisanal Zone),Gold,Banro Corporation,Artisanal,2019,35.36,27.46,3.54,6865.13,30.21,Medium,1.32,13.41,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.5036410645623488,29.23356434484204
CONC-2019-002,CAMI-9354,PR (Exploration),Diamond,Banro Corporation,Industrial,2019,24.34,21.91,2.43,5476.42,24.1,High,1.27,10.55,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.2107946297782468,29.760911055334695
CONC-2019-003,CAMI-9019,PR (Exploration),Tin,Alphamin Bisie Mining,Industrial,2019,16.56,12.88,1.66,3220.26,14.17,Critical,1.29,13.85,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.6508430947673314,29.10673568355606
SITE-2020-000,CAMI-3383,ZEA (Artisanal Zone),Gold,Banro Corporation,Artisanal,2020,37.16,27.62,3.72,6903.86,30.38,Critical,1.92,9.59,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,2.373760033202813,29.102359664732194
SITE-2020-001,CAMI-5804,PE (Exploitation),Tin,Artisanal Cooperatives,Artisanal,2020,42.44,36.98,4.24,9246.17,40.68,Critical,1.32,3.29,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.1389121478252744,28.522226411765775
SITE-2020-002,CAMI-7023,ZEA (Artisanal Zone),Tantalum,Kibali Goldmines,Artisanal,2020,38.61,33.12,3.86,8278.94,36.43,Medium,1.5,3.19,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.9357419103766949,29.290265742962966
SITE-2020-003,CAMI-4519,PE (Exploitation),Diamond,Independent Miners,Artisanal,2020,42.31,34.26,4.23,8565.58,37.69,Medium,1.72,8.37,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,2.374169114071405,28.068628935817777
CONC-2020-004,CAMI-6235,PR (Exploration),Gold,Independent Miners,Industrial,2020,20.97,16.76,2.1,4189.27,18.43,Medium,2.55,15.6,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,2.2200197668714923,27.920329656828876
SITE-2020-005,CAMI-1241,PR (Exploration),Tungsten,Artisanal Cooperatives,Artisanal,2020,42.16,30.46,4.22,7613.8,33.5,Critical,1.23,12.85,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.4019621725187261,27.94604096550364
SITE-2020-006,CAMI-8994,ZEA (Artisanal Zone),Copper,Artisanal Cooperatives,Artisanal,2020,39.16,34.9,3.92,8724.28,38.39,Medium,3.92,14.76,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.1468093925074045,29.372308918627624
CONC-2020-007,CAMI-8731,PR (Exploration),Tantalum,Artisanal Cooperatives,Industrial,2020,21.95,16.03,2.2,4007.41,17.63,Critical,1.92,19.5,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.4830614047332076,28.147444386946127
SITE-2021-000,CAMI-6198,ZEA (Artisanal Zone),Copper,Artisanal Cooperatives,Artisanal,2021,37.36,26.92,3.74,6729.27,29.61,Medium,0.36,17.4,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,2.2907678010901646,28.53401398670267
SITE-2021-001,CAMI-6957,PE (Exploitation),Diamond,Artisanal Cooperatives,Artisanal,2021,46.36,32.88,4.64,8218.85,36.16,High,0.86,9.3,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.3656685651612341,29.2790251229525
CONC-2021-002,CAMI-8582,PE (Exploitation),Tin,Independent Miners,Industrial,2021,24.46,18.61,2.45,4652.75,20.47,Critical,0.16,5.8,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.753105602012687,28.639097228565507
SITE-2021-003,CAMI-7583,PE (Exploitation),Gold,Kibali Goldmines,Artisanal,2021,38.75,32.4,3.87,8098.87,35.64,High,0.59,2.64,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,2.058078307040637,28.72049465482444
SITE-2021-004,CAMI-3191,ZEA (Artisanal Zone),Tantalum,Alphamin Bisie Mining,Artisanal,2021,40.35,34.11,4.03,8528.73,37.53,High,4.41,13.55,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.7133853026050971,29.530995761876937
SITE-2021-005,CAMI-3885,PR (Exploration),Gold,Kibali Goldmines,Artisanal,2021,41.6,39.21,4.16,9803.61,43.14,Critical,4.01,19.85,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.6277988653444972,27.69851748806838
SITE-2021-006,CAMI-3220,ZEA (Artisanal Zone),Tantalum,Independent Miners,Artisanal,2021,40.93,35.23,4.09,8808.47,38.76,Critical,1.07,1.59,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.9678122090825685,29.258975573925
SITE-2022-000,CAMI-3308,PR (Exploration),Copper,Kibali Goldmines,Artisanal,2022,38.6,27.75,3.86,6938.23,30.53,Critical,4.3,6.36,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.1727496534540962,27.851658471551154
CONC-2022-001,CAMI-1964,PE (Exploitation),Tungsten,Artisanal Cooperatives,Industrial,2022,21.08,16.94,2.11,4235.41,18.64,High,2.77,12.49,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,2.12403631186889,28.758529092338392
SITE-2022-002,CAMI-5605,PE (Exploitation),Gold,Alphamin Bisie Mining,Artisanal,2022,47.44,38.42,4.74,9605.79,42.27,Critical,0.62,5.62,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.5767655003010295,29.00328516178071
CONC-2022-003,CAMI-3582,PR (Exploration),Copper,Kibali Goldmines,Industrial,2022,16.53,13.96,1.65,3488.85,15.35,Medium,1.61,1.55,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.978361082946436,29.89385612470139
CONC-2022-004,CAMI-2909,PR (Exploration),Tungsten,Artisanal Cooperatives,Industrial,2022,25.17,18.2,2.52,4551.19,20.03,High,2.21,3.4,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.5860049155901312,28.68354749735859
SITE-2022-005,CAMI-3515,ZEA (Artisanal Zone),Gold,Artisanal Cooperatives,Artisanal,2022,47.39,44.49,4.74,11122.12,48.94,Medium,4.38,9.33,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.3458696595329447,29.414805258171814
SITE-2023-000,CAMI-7175,PR (Exploration),Copper,Kibali Goldmines,Artisanal,2023,47.29,43.05,4.73,10762.54,47.36,Medium,3.67,9.46,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15,2.1664254535474994,28.777118580294044
CONC-2023-001,CAMI-5198,ZEA (Artisanal Zone),Copper,Artisanal Cooperatives,Industrial,2023,21.63,19.69,2.16,4921.59,21.65,Critical,2.72,5.96,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.3192300355860722,29.601893111833217
CONC-2023-002,CAMI-6551,PR (Exploration),Copper,Independent Miners,Industrial,2023,22.69,20.81,2.27,5203.24,22.89,Critical,4.66,19.86,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.440354766088812,28.612728193656235
SITE-2023-003,CAMI-7079,PE (Exploitation),Tungsten,Banro Corporation,Artisanal,2023,47.35,34.63,4.73,8657.72,38.09,Critical,0.12,10.42,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15,1.1876176525819866,29.33648616743621
CONC-2024-000,CAMI-5101,PE (Exploitation),Tantalum,Artisanal Cooperatives,Industrial,2024,23.76,19.81,2.38,4952.58,21.79,Medium,0.43,2.29,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.941247627895363,28.416121605761358
CONC-2024-001,CAMI-2881,PE (Exploitation),Gold,Alphamin Bisie Mining,Industrial,2024,21.46,17.8,2.15,4450.53,19.58,Medium,0.46,6.54,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.9462624393968526,28.307963149725563
SITE-2024-002,CAMI-6135,PE (Exploitation),Gold,Kibali Goldmines,Artisanal,2024,47.24,39.27,4.72,9818.13,43.2,High,4.44,0.54,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.1445873491916683,29.215075423246557
SITE-2024-003,CAMI-1001,PE (Exploitation),Gold,Banro Corporation,Artisanal,2024,47.4,37.2,4.74,9299.28,40.92,Critical,0.87,2.27,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.1314584912029466,29.494008076773795
SITE-2025-000,CAMI-5939,ZEA (Artisanal Zone),Diamond,Alphamin Bisie Mining,Artisanal,2025,46.34,39.6,4.63,9899.75,43.56,Medium,2.8,3.67,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.589017717379419,27.99466167463783
CONC-2025-001,CAMI-9955,PR (Exploration),Diamond,Banro Corporation,Industrial,2025,21.17,19.6,2.12,4901.14,21.57,Medium,3.33,16.69,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.4175401840077546,28.567416726195287
SITE-2025-002,CAMI-2487,PE (Exploitation),Tungsten,Banro Corporation,Artisanal,2025,48.86,39.37,4.89,9843.35,43.31,Critical,3.78,3.98,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.661537256392911,27.91419891862351
SITE-2025-003,CAMI-6373,PR (Exploration),Gold,Independent Miners,Artisanal,2025,45.83,35.33,4.58,8833.54,38.87,High,0.48,3.25,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.2957775469455044,29.892105979494108
SITE-2025-004,CAMI-4420,PR (Exploration),Copper,Alphamin Bisie Mining,Artisanal,2025,51.58,39.31,5.16,9827.22,43.24,High,3.94,0.58,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.4055082988174437,27.74986881023456
SITE-2025-005,CAMI-8163,ZEA (Artisanal Zone),Tantalum,Kibali Goldmines,Artisanal,2025,44.1,36.23,4.41,9057.69,39.85,High,0.85,7.04,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.6365481878210657,29.155675541303772
CONC-2025-006,CAMI-3578,ZEA (Artisanal Zone),Tungsten,Artisanal Cooperatives,Industrial,2025,27.45,23.27,2.74,5818.37,25.6,Critical,3.74,11.52,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.7854323545388937,27.770298393379516
SITE-2025-007,CAMI-4381,PR (Exploration),Copper,Kibali Goldmines,Artisanal,2025,50.74,43.59,5.07,10897.5,47.95,Medium,2.48,0.95,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,2.109385329713843,28.265473520070355
CONC-2026-000,CAMI-7781,ZEA (Artisanal Zone),Diamond,Artisanal Cooperatives,Industrial,2026,27.77,24.74,2.78,6184.43,27.21,Critical,0.64,9.51,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,2.049268105224161,27.767505086421146
