mining_site_id,concession_id,mining_type,mineral_type,operator_name,artisanal_or_industrial,year,mining_area_ha,forest_loss_due_to_mining_ha,burned_area_related_ha,carbon_loss_tons,habitat_loss_ha,biodiversity_risk_level,proximity_to_river_km,proximity_to_road_km,inside_protected_area,source_dataset,source_provider,source_url,retrieval_date,processing_method,confidence_level,date_processed,latitude,longitude
SITE-2012-003,CAMI-2248,ZEA (Artisanal Zone),Diamond,Independent Miners,Artisanal,2012,23.9,19.27,2.39,4816.99,21.19,Critical,1.27,8.0,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.9121951129294925,29.282999140555667
SITE-2012-004,CAMI-7811,PE (Exploitation),Tantalum,Kibali Goldmines,Artisanal,2012,25.69,21.79,2.57,5446.29,23.96,Medium,0.95,6.41,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.956811597335312,28.841932871274214
CONC-2012-005,CAMI-1971,ZEA (Artisanal Zone),Diamond,Banro Corporation,Industrial,2012,16.49,13.26,1.65,3314.04,14.58,High,1.09,4.62,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.5631193883874552,29.825657238105943
CONC-2013-000,CAMI-3412,PR (Exploration),Tin,Independent Miners,Industrial,2013,18.5,14.07,1.85,3517.13,15.48,High,2.51,18.53,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.4070876225263846,28.783354761333335
SITE-2013-001,CAMI-4816,PE (Exploitation),Tin,Alphamin Bisie Mining,Artisanal,2013,33.29,27.33,3.33,6833.12,30.07,Medium,1.73,7.52,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,2.006282388617485,29.067151182854712
SITE-2013-002,CAMI-6784,PE (Exploitation),Tin,Alphamin Bisie Mining,Artisanal,2013,28.91,25.67,2.89,6416.68,28.23,Medium,1.37,9.69,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.2414045277198722,27.658399875289934
CONC-2013-003,CAMI-5069,PR (Exploration),Copper,Artisanal Cooperatives,Industrial,2013,15.6,11.82,1.56,2953.96,13.0,Critical,3.15,8.6,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.6621564829955742,28.56181794809892
CONC-2014-000,CAMI-2802,ZEA (Artisanal Zone),Tungsten,Independent Miners,Industrial,2014,17.56,14.2,1.76,3550.99,15.62,Critical,0.14,11.29,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,2.3939813134169006,29.317444041426892
SITE-2014-001,CAMI-9621,PR (Exploration),Diamond,Kibali Goldmines,Artisanal,2014,27.78,20.84,2.78,5211.17,22.93,Critical,1.05,15.0,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.9585138392988588,27.78882244220715
SITE-2014-002,CAMI-2906,ZEA (Artisanal Zone),Gold,Kibali Goldmines,Artisanal,2014,28.2,20.06,2.82,5015.17,22.07,High,3.18,18.93,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,2.08951603892527,29.395247687872434
CONC-2014-003,CAMI-6060,PR (Exploration),Diamond,Banro Corporation,Industrial,2014,20.63,18.54,2.06,4634.04,20.39,Medium,1.61,0.94,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.7588551144301312,28.69006790781687
SITE-2014-004,CAMI-8736,ZEA (Artisanal Zone),Diamond,Independent Miners,Artisanal,2014,31.8,28.27,3.18,7067.47,31.1,High,3.06,10.17,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.1447978746900418,29.17786751831896
SITE-2014-005,CAMI-4080,ZEA (Artisanal Zone),Gold,Artisanal Cooperatives,Artisanal,2014,31.7,23.07,3.17,5766.45,25.37,Medium,2.2,12.62,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,2.2339231308826357,28.88599410262094
SITE-2014-006,CAMI-7703,ZEA (Artisanal Zone),Tungsten,Independent Miners,Artisanal,2014,29.12,26.69,2.91,6673.26,29.36,Medium,4.43,12.28,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.1020540795019165,27.7182364549842
CONC-2015-000,CAMI-4908,ZEA (Artisanal Zone),Tin,Banro Corporation,Industrial,2015,13.81,12.92,1.38,3228.96,14.21,High,3.64,1.95,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,2.1188765712953046,29.357373789798213
CONC-2015-001,CAMI-4242,PE (Exploitation),Copper,Artisanal Cooperatives,Industrial,2015,18.3,15.53,1.83,3883.74,17.09,Critical,4.67,8.39,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,2.003213768411243,29.81949695570574
SITE-2015-002,CAMI-4903,ZEA (Artisanal Zone),Tantalum,Alphamin Bisie Mining,Artisanal,2015,34.15,29.66,3.41,7413.85,32.62,Medium,4.81,8.48,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15,2.0130618242982203,28.350194731300782
SITE-2015-003,CAMI-4608,PE (Exploitation),Diamond,Alphamin Bisie Mining,Artisanal,2015,30.33,27.07,3.03,6766.62,29.77,Medium,2.65,6.23,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.3341855809724987,28.509443349649665
CONC-2015-004,CAMI-8576,PE (Exploitation),Copper,Banro Corporation,Industrial,2015,21.16,17.83,2.12,4458.33,19.62,Medium,0.84,16.81,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,2.395411761414545,28.646721179669555
SITE-2015-005,CAMI-3998,ZEA (Artisanal Zone),Tantalum,Banro Corporation,Artisanal,2015,33.57,30.25,3.36,7563.09,33.28,Critical,3.97,17.29,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.288592320064635,29.003516169955546
SITE-2016-000,CAMI-3564,PE (Exploitation),Diamond,Alphamin Bisie Mining,Artisanal,2016,36.45,28.4,3.64,7099.79,31.24,Critical,2.35,3.72,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.2147463284133109,29.38146567519799
SITE-2016-001,CAMI-1227,PE (Exploitation),Tin,Banro Corporation,Artisanal,2016,30.59,28.58,3.06,7145.26,31.44,Critical,3.75,10.41,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15,1.7631580362761394,29.013596707856923
SITE-2016-002,CAMI-4409,PE (Exploitation),Tin,Independent Miners,Artisanal,2016,31.07,22.43,3.11,5607.77,24.67,High,1.7,3.63,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.4948522935893682,28.664199961650567
CONC-2016-003,CAMI-2059,ZEA (Artisanal Zone),Diamond,Alphamin Bisie Mining,Industrial,2016,20.6,17.2,2.06,4299.7,18.92,High,2.18,16.22,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.3782586403564807,29.171183187333035
SITE-2016-004,CAMI-7712,ZEA (Artisanal Zone),Diamond,Kibali Goldmines,Artisanal,2016,36.7,29.88,3.67,7470.41,32.87,Critical,1.9,13.79,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.401014919074051,27.754790331768003
SITE-2016-005,CAMI-8277,PR (Exploration),Tantalum,Artisanal Cooperatives,Artisanal,2016,29.93,25.04,2.99,6260.79,27.55,Critical,0.74,16.14,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,2.340538956100534,29.100833490266638
CONC-2017-000,CAMI-7158,PR (Exploration),Tantalum,Banro Corporation,Industrial,2017,17.25,14.69,1.73,3673.21,16.16,Critical,3.09,19.35,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.6081498946556299,28.557909699779728
SITE-2017-001,CAMI-6912,ZEA (Artisanal Zone),Gold,Independent Miners,Artisanal,2017,38.08,30.08,3.81,7520.99,33.09,Critical,2.71,17.15,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.4901442263301856,27.624167193456092
CONC-2017-002,CAMI-1897,PR (Exploration),Copper,Artisanal Cooperatives,Industrial,2017,20.06,14.09,2.01,3521.88,15.5,Critical,4.68,6.11,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.5608270272952351,28.743715514791308
CONC-2017-003,CAMI-3902,PE (Exploitation),Tantalum,Banro Corporation,Industrial,2017,20.92,16.39,2.09,4096.55,18.02,Medium,4.11,15.71,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.904551954457347,27.809581611789596
SITE-2017-004,CAMI-3016,PE (Exploitation),Tantalum,Independent Miners,Artisanal,2017,30.58,26.12,3.06,6530.02,28.73,High,4.14,16.45,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.5176781304524485,28.75170332373632
CONC-2017-005,CAMI-2294,PR (Exploration),Tin,Independent Miners,Industrial,2017,22.99,20.25,2.3,5063.53,22.28,High,3.61,8.34,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.8225752153157324,29.70220732420964
SITE-2018-000,CAMI-7418,PE (Exploitation),Copper,Artisanal Cooperatives,Artisanal,2018,33.04,27.08,3.3,6770.98,29.79,Critical,1.88,6.24,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.2014314520288907,29.57949645587482
CONC-2018-001,CAMI-6419,PE (Exploitation),Tin,Alphamin Bisie Mining,Industrial,2018,18.58,16.04,1.86,4009.61,17.64,Medium,1.95,10.46,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,2.3342752122725323,29.129709193985377
CONC-2018-002,CAMI-4790,PR (Exploration),Tin,Alphamin Bisie Mining,Industrial,2018,22.91,16.29,2.29,4072.42,17.92,Critical,1.29,16.51,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,2.1735550154144683,28.90552230806262
CONC-2018-003,CAMI-7500,PR (Exploration),Tungsten,Kibali Goldmines,Industrial,2018,15.9,12.02,1.59,3003.9,13.22,Medium,2.89,16.94,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.68155208615094,28.71033472510471
SITE-2018-004,CAMI-3073,ZEA (Artisanal Zone),Diamond,Alphamin Bisie Mining,Artisanal,2018,37.82,34.89,3.78,8721.26,38.37,Critical,3.86,11.79,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.5912257825552034,27.985768433439073
SITE-2018-005,CAMI-5474,PR (Exploration),Tantalum,Kibali Goldmines,Artisanal,2018,39.37,35.29,3.94,8822.52,38.82,Medium,1.49,17.99,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,2.0393838357697973,28.260861671858862
SITE-2019-000,CAMI-2047,PE (Exploitation),Tin,Banro Corporation,Artisanal,2019,42.03,32.48,4.2,8119.37,35.73,Critical,3.11,0.93,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.600606696051401,28.80034258521941
CONC-2019-001,CAMI-2858,PR (Exploration),Tungsten,Artisanal Cooperatives,Industrial,2019,15.08,13.23,1.51,3306.64,14.55,High,3.68,16.98,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,2.127551801820686,29.156459671407337
CONC-2019-002,CAMI-5312,PE (Exploitation),Tungsten,Kibali Goldmines,Industrial,2019,20.86,16.77,2.09,4192.46,18.45,Medium,2.28,9.95,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.7730640895652834,28.79741977538791
CONC-2019-003,CAMI-5168,PE (Exploitation),Tin,Banro Corporation,Industrial,2019,17.93,12.7,1.79,3176.12,13.97,Critical,0.93,0.96,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.4710458608158439,27.783255630491674
CONC-2019-004,CAMI-3322,ZEA (Artisanal Zone),Copper,Alphamin Bisie Mining,Industrial,2019,23.63,16.54,2.36,4135.56,18.2,Medium,2.1,10.34,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.434732764919841,27.60161525433086
SITE-2019-005,CAMI-2904,ZEA (Artisanal Zone),Diamond,Kibali Goldmines,Artisanal,2019,37.64,34.17,3.76,8542.36,37.59,Critical,2.13,13.0,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.756857623388044,27.966786717716293
CONC-2020-000,CAMI-9853,PE (Exploitation),Copper,Artisanal Cooperatives,Industrial,2020,24.65,19.43,2.46,4856.99,21.37,Medium,2.94,1.28,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.989022410119197,28.227055848471355
SITE-2020-001,CAMI-6896,PE (Exploitation),Copper,Independent Miners,Artisanal,2020,40.13,32.84,4.01,8209.01,36.12,Medium,0.24,18.52,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.6913722416930312,27.989377315007186
CONC-2020-002,CAMI-1773,PE (Exploitation),Tantalum,Alphamin Bisie Mining,Industrial,2020,24.91,22.7,2.49,5675.65,24.97,High,0.76,4.03,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,2.2613585642377307,29.74814503944193
CONC-2020-003,CAMI-3126,PR (Exploration),Diamond,Kibali Goldmines,Industrial,2020,22.84,18.65,2.28,4662.26,20.51,High,1.24,14.3,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,2.1911457563279155,27.826442137173554
CONC-2020-004,CAMI-2285,PR (Exploration),Diamond,Independent Miners,Industrial,2020,16.88,11.87,1.69,2967.1,13.06,Medium,4.24,18.16,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.4912498373573002,28.889393826253265
SITE-2020-005,CAMI-8807,ZEA (Artisanal Zone),Tungsten,Independent Miners,Artisanal,2020,36.45,29.22,3.64,7304.28,32.14,Critical,1.84,13.62,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,2.3959801647734333,29.78768709716092
SITE-2021-000,CAMI-7574,ZEA (Artisanal Zone),Gold,Artisanal Cooperatives,Artisanal,2021,43.9,35.55,4.39,8887.26,39.1,Medium,4.65,2.15,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.6857043948832118,29.600350578931604
CONC-2021-001,CAMI-2153,ZEA (Artisanal Zone),Diamond,Banro Corporation,Industrial,2021,19.76,16.26,1.98,4064.28,17.88,Medium,3.47,9.62,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.3945650584268696,27.76901584079309
SITE-2021-002,CAMI-2480,PR (Exploration),Diamond,Kibali Goldmines,Artisanal,2021,39.29,28.38,3.93,7093.83,31.21,High,3.9,4.22,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,2.2308842943896723,28.54404740761391
CONC-2022-000,CAMI-4906,PE (Exploitation),Tin,Artisanal Cooperatives,Industrial,2022,23.21,18.84,2.32,4711.08,20.73,Critical,2.33,13.0,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,2.0611046203109877,28.893098807615612
SITE-2022-001,CAMI-5999,PE (Exploitation),Tungsten,Alphamin Bisie Mining,Artisanal,2022,41.85,39.64,4.18,9910.32,43.61,High,3.99,3.7,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,2.180897293008871,28.2461848781195
CONC-2022-002,CAMI-1027,ZEA (Artisanal Zone),Gold,Alphamin Bisie Mining,Industrial,2022,20.98,16.03,2.1,4006.54,17.63,High,2.02,13.35,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.6720785517880639,27.971812609795514
CONC-2022-003,CAMI-7160,ZEA (Artisanal Zone),Gold,Alphamin Bisie Mining,Industrial,2022,23.43,18.5,2.34,4625.57,20.35,Medium,4.14,13.87,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.669092146433895,29.84703888272604
SITE-2022-004,CAMI-8410,ZEA (Artisanal Zone),Diamond,Banro Corporation,Artisanal,2022,43.22,34.79,4.32,8697.83,38.27,High,3.31,17.23,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.299997029127252,28.411218170754392
SITE-2022-005,CAMI-8259,PR (Exploration),Tin,Kibali Goldmines,Artisanal,2022,42.59,38.3,4.26,9574.44,42.13,Medium,1.9,18.46,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.3772652511550065,28.024276384938673
CONC-2022-006,CAMI-4063,ZEA (Artisanal Zone),Copper,Banro Corporation,Industrial,2022,23.07,20.62,2.31,5154.78,22.68,Medium,2.75,0.43,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.9192701803453749,29.3761362588941
CONC-2022-007,CAMI-7556,ZEA (Artisanal Zone),Gold,Alphamin Bisie Mining,Industrial,2022,23.8,17.07,2.38,4267.32,18.78,High,1.91,12.13,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.1453193673375164,29.703809863645542
SITE-2023-000,CAMI-7923,ZEA (Artisanal Zone),Copper,Alphamin Bisie Mining,Artisanal,2023,41.45,30.71,4.14,7678.58,33.79,Medium,2.1,4.77,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.3640789981837904,29.05510584974355
CONC-2023-001,CAMI-9743,PE (Exploitation),Copper,Banro Corporation,Industrial,2023,20.16,17.9,2.02,4475.34,19.69,High,4.14,6.06,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.6679693284210564,29.26387560284807
CONC-2023-002,CAMI-2735,PR (Exploration),Tin,Banro Corporation,Industrial,2023,24.3,17.34,2.43,4335.92,19.08,Critical,2.59,9.96,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.558270891630411,28.79544714606936
CONC-2023-003,CAMI-4383,ZEA (Artisanal Zone),Gold,Banro Corporation,Industrial,2023,22.42,16.14,2.24,4035.92,17.76,High,2.92,16.04,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.8261313212481198,28.268165578027798
CONC-2023-004,CAMI-1652,PR (Exploration),Diamond,Kibali Goldmines,Industrial,2023,22.32,20.5,2.23,5123.97,22.55,High,0.27,9.24,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.4903491283775026,28.994880408302503
CONC-2024-000,CAMI-1325,PE (Exploitation),Copper,Kibali Goldmines,Industrial,2024,24.2,21.12,2.42,5280.93,23.24,High,1.33,1.44,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.7788392718545922,28.103277202207714
SITE-2024-001,CAMI-6798,PE (Exploitation),Diamond,Artisanal Cooperatives,Artisanal,2024,48.82,35.26,4.88,8815.64,38.79,Critical,4.9,5.77,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.5648386949432835,29.592772870996168
SITE-2024-002,CAMI-1331,ZEA (Artisanal Zone),Diamond,Alphamin Bisie Mining,Artisanal,2024,48.73,37.47,4.87,9366.65,41.21,High,4.29,7.83,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,2.0368093017011755,28.77837936967935
CONC-2024-003,CAMI-7081,PE (Exploitation),Diamond,Kibali Goldmines,Industrial,2024,17.16,12.16,1.72,3041.24,13.38,Medium,2.36,7.88,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.6245306703496685,27.723110268328234
CONC-2024-004,CAMI-9840,PE (Exploitation),Tungsten,Independent Miners,Industrial,2024,18.51,17.45,1.85,4363.36,19.2,High,1.55,4.0,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.962139887266764,28.48513903717548
