mining_site_id,concession_id,mining_type,mineral_type,operator_name,artisanal_or_industrial,year,mining_area_ha,forest_loss_due_to_mining_ha,burned_area_related_ha,carbon_loss_tons,habitat_loss_ha,biodiversity_risk_level,proximity_to_river_km,proximity_to_road_km,inside_protected_area,source_dataset,source_provider,source_url,retrieval_date,processing_method,confidence_level,date_processed,latitude,longitude
SITE-2011-000,CAMI-7476,PR (Exploration),Tungsten,Banro Corporation,Artisanal,2011,23.17,20.98,2.32,5243.95,23.07,Critical,1.04,3.52,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.341497842826901,28.88218219433229
CONC-2011-001,CAMI-5409,PR (Exploration),Diamond,Independent Miners,Industrial,2011,18.05,16.62,1.8,4155.47,18.28,Critical,4.0,19.37,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.147155475031089,29.34616336831325
CONC-2011-002,CAMI-7481,ZEA (Artisanal Zone),Tantalum,Kibali Goldmines,Industrial,2011,17.0,14.09,1.7,3523.63,15.5,Medium,0.99,17.45,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,1.2943204287251164,28.114426270311846
SITE-2012-000,CAMI-5260,PR (Exploration),Tungsten,Kibali Goldmines,Artisanal,2012,31.72,28.59,3.17,7147.99,31.45,Critical,1.03,11.93,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.92259825195862,29.836804529225066
CONC-2012-001,CAMI-7437,PR (Exploration),Gold,Alphamin Bisie Mining,Industrial,2012,11.1,10.33,1.11,2581.31,11.36,Critical,1.56,1.63,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.709815309755864,27.98636162661341
SITE-2012-002,CAMI-5289,PE (Exploitation),Tungsten,Kibali Goldmines,Artisanal,2012,27.34,19.48,2.73,4869.67,21.43,Medium,3.3,11.65,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.1618866565708112,29.035304552771763
CONC-2012-003,CAMI-9723,PR (Exploration),Gold,Independent Miners,Industrial,2012,15.15,14.27,1.52,3567.09,15.7,Medium,2.06,0.46,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.2469984598043138,29.132893542479035
SITE-2013-000,CAMI-2662,PR (Exploration),Tungsten,Alphamin Bisie Mining,Artisanal,2013,29.83,28.18,2.98,7045.6,31.0,High,3.26,3.72,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.6259211960708972,27.93672158214724
CONC-2013-001,CAMI-8683,PR (Exploration),Copper,Independent Miners,Industrial,2013,13.96,10.9,1.4,2724.08,11.99,Medium,3.98,19.8,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.16699296646903,28.205422211945923
CONC-2013-002,CAMI-7000,PE (Exploitation),Copper,Kibali Goldmines,Industrial,2013,20.18,18.12,2.02,4529.0,19.93,High,3.55,8.13,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,2.3353811258990635,28.476664066288713
SITE-2013-003,CAMI-8769,PR (Exploration),Tantalum,Independent Miners,Artisanal,2013,31.39,28.28,3.14,7069.54,31.11,Critical,1.13,16.53,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.7223429306398115,29.82674253382312
SITE-2013-004,CAMI-9936,ZEA (Artisanal Zone),Gold,Artisanal Cooperatives,Artisanal,2013,24.76,17.39,2.48,4346.79,19.13,Critical,4.79,11.8,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.7552799535436023,28.678221180111773
CONC-2014-000,CAMI-9772,PR (Exploration),Gold,Independent Miners,Industrial,2014,20.86,18.46,2.09,4614.29,20.3,High,4.65,8.04,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.6465509285108944,29.766223299458943
CONC-2014-001,CAMI-6729,ZEA (Artisanal Zone),Tantalum,Kibali Goldmines,Industrial,2014,18.55,14.12,1.85,3529.9,15.53,Critical,0.49,2.97,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.4584174656076518,29.588443764529195
SITE-2014-002,CAMI-9947,PR (Exploration),Gold,Alphamin Bisie Mining,Artisanal,2014,30.64,26.62,3.06,6655.55,29.28,Medium,4.84,10.57,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.6596378492022448,28.5161709663769
CONC-2014-003,CAMI-7571,PR (Exploration),Tantalum,Banro Corporation,Industrial,2014,16.2,13.12,1.62,3280.5,14.43,Critical,3.17,8.8,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.771928858715691,27.721127040627486
CONC-2014-004,CAMI-2770,PE (Exploitation),Diamond,Kibali Goldmines,Industrial,2014,21.07,19.06,2.11,4765.94,20.97,Medium,2.82,8.72,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.8986796020497239,28.012847364433643
CONC-2014-005,CAMI-9955,ZEA (Artisanal Zone),Gold,Kibali Goldmines,Industrial,2014,21.09,16.36,2.11,4088.97,17.99,Critical,3.67,2.6,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.2811050608677734,28.41695113562996
CONC-2014-006,CAMI-6073,ZEA (Artisanal Zone),Diamond,Banro Corporation,Industrial,2014,15.59,11.53,1.56,2882.14,12.68,Critical,1.36,9.42,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.762280784083566,28.951168425295396
CONC-2014-007,CAMI-5105,PE (Exploitation),Tungsten,Banro Corporation,Industrial,2014,14.54,12.36,1.45,3089.38,13.59,High,2.01,15.74,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.5320176487422852,29.688809521410995
CONC-2015-000,CAMI-7718,PR (Exploration),Tungsten,Artisanal Cooperatives,Industrial,2015,19.48,17.84,1.95,4460.09,19.62,Medium,2.42,4.87,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.002237019862829,29.20999221044466
CONC-2015-001,CAMI-6315,PR (Exploration),Gold,Alphamin Bisie Mining,Industrial,2015,18.29,16.1,1.83,4025.44,17.71,Critical,1.97,5.11,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,2.3302629331339197,29.880256663270494
SITE-2015-002,CAMI-4974,PR (Exploration),Gold,Artisanal Cooperatives,Artisanal,2015,28.91,25.82,2.89,6454.76,28.4,Critical,2.98,13.76,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.2218824653289455,28.966677880349653
CONC-2015-003,CAMI-8957,PR (Exploration),Tantalum,Kibali Goldmines,Industrial,2015,21.49,20.01,2.15,5001.39,22.01,Medium,2.04,2.98,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.88,2026-05-15,2.0206897270862503,27.69469446523828
SITE-2015-004,CAMI-7351,ZEA (Artisanal Zone),Diamond,Kibali Goldmines,Artisanal,2015,34.28,25.28,3.43,6320.29,27.81,Critical,1.56,16.71,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.020607280946143,27.914771797166573
CONC-2015-005,CAMI-3744,ZEA (Artisanal Zone),Tantalum,Artisanal Cooperatives,Industrial,2015,15.59,14.45,1.56,3613.02,15.9,High,0.35,14.15,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.8614528098591745,28.078807377090104
SITE-2016-000,CAMI-4073,PE (Exploitation),Tungsten,Kibali Goldmines,Artisanal,2016,30.82,29.17,3.08,7292.37,32.09,Medium,2.35,6.37,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.6305314842207455,29.350418403029085
CONC-2016-001,CAMI-5642,PR (Exploration),Tantalum,Artisanal Cooperatives,Industrial,2016,20.38,16.78,2.04,4195.03,18.46,Critical,4.89,4.73,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.1240221945196396,28.917121933995034
CONC-2016-002,CAMI-6509,PE (Exploitation),Copper,Artisanal Cooperatives,Industrial,2016,19.92,15.86,1.99,3964.23,17.44,High,1.6,9.89,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.093167683186793,28.12653989497482
CONC-2016-003,CAMI-1116,PR (Exploration),Tungsten,Artisanal Cooperatives,Industrial,2016,16.97,13.49,1.7,3373.01,14.84,Medium,0.64,17.06,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.9012087363267685,28.65890059150436
SITE-2016-004,CAMI-5602,PE (Exploitation),Copper,Alphamin Bisie Mining,Artisanal,2016,36.16,30.32,3.62,7580.05,33.35,High,3.0,13.56,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.3445811586170093,29.083999020872245
CONC-2016-005,CAMI-9816,ZEA (Artisanal Zone),Gold,Banro Corporation,Industrial,2016,21.03,17.24,2.1,4310.27,18.97,Critical,3.8,16.7,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.100885452546694,29.8395733232808
CONC-2016-006,CAMI-9193,ZEA (Artisanal Zone),Gold,Artisanal Cooperatives,Industrial,2016,14.97,12.7,1.5,3174.45,13.97,High,3.65,13.81,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.7224246745291527,27.71048105607338
CONC-2016-007,CAMI-5506,ZEA (Artisanal Zone),Diamond,Independent Miners,Industrial,2016,21.75,19.98,2.18,4994.72,21.98,High,0.43,3.24,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,1.4192055717489933,27.650492874493718
CONC-2017-000,CAMI-2660,ZEA (Artisanal Zone),Copper,Banro Corporation,Industrial,2017,14.41,11.61,1.44,2902.49,12.77,High,1.5,5.97,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.5500195830371228,29.05453207839412
SITE-2017-001,CAMI-6907,PR (Exploration),Tungsten,Artisanal Cooperatives,Artisanal,2017,40.44,28.91,4.04,7226.77,31.8,High,4.21,2.0,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.6172493882116425,28.885603560855536
SITE-2017-002,CAMI-8249,PE (Exploitation),Tantalum,Banro Corporation,Artisanal,2017,36.13,33.32,3.61,8329.84,36.65,Critical,4.36,8.82,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,2.289462273429552,29.79553679318846
CONC-2017-003,CAMI-5447,ZEA (Artisanal Zone),Diamond,Artisanal Cooperatives,Industrial,2017,16.0,14.46,1.6,3615.73,15.91,High,1.36,4.73,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.9693358426976197,29.571415864764283
SITE-2017-004,CAMI-2709,ZEA (Artisanal Zone),Tin,Independent Miners,Artisanal,2017,40.43,32.9,4.04,8225.26,36.19,Medium,2.43,13.68,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.521467539021931,29.016411784138498
CONC-2018-000,CAMI-6521,PE (Exploitation),Tantalum,Alphamin Bisie Mining,Industrial,2018,16.69,12.95,1.67,3237.13,14.24,High,4.54,2.7,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.3630181589377055,28.170137584221482
CONC-2018-001,CAMI-2105,PE (Exploitation),Diamond,Kibali Goldmines,Industrial,2018,20.39,15.69,2.04,3922.19,17.26,High,2.19,11.53,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,1.9435771750541393,27.60474384934171
CONC-2018-002,CAMI-6304,PE (Exploitation),Tantalum,Artisanal Cooperatives,Industrial,2018,17.52,15.41,1.75,3851.55,16.95,Medium,4.98,4.09,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,1.8809194268767242,28.38984456365186
CONC-2018-003,CAMI-2782,PR (Exploration),Tantalum,Artisanal Cooperatives,Industrial,2018,23.61,17.23,2.36,4306.64,18.95,Critical,3.61,17.06,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15,1.5434637902757786,29.384198603238083
CONC-2018-004,CAMI-1641,PR (Exploration),Diamond,Alphamin Bisie Mining,Industrial,2018,19.87,16.97,1.99,4243.54,18.67,Critical,3.63,17.97,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.2761854120077616,28.4489229081661
CONC-2018-005,CAMI-6666,ZEA (Artisanal Zone),Copper,Kibali Goldmines,Industrial,2018,18.25,13.26,1.82,3314.89,14.59,Medium,2.49,7.97,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.7591743003585179,29.331200415802535
SITE-2018-006,CAMI-1202,PE (Exploitation),Diamond,Artisanal Cooperatives,Artisanal,2018,33.12,24.52,3.31,6129.97,26.97,Critical,0.25,6.75,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,2.035517767048355,29.631180263693555
SITE-2019-000,CAMI-5754,ZEA (Artisanal Zone),Copper,Independent Miners,Artisanal,2019,39.27,36.85,3.93,9213.02,40.54,High,2.78,1.5,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.98,2026-05-15,2.236827538920573,28.237491890246037
CONC-2019-001,CAMI-7762,PR (Exploration),Gold,Kibali Goldmines,Industrial,2019,22.52,18.45,2.25,4612.75,20.3,Critical,2.6,19.76,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,2.206216424190955,29.137952244229755
SITE-2019-002,CAMI-1982,ZEA (Artisanal Zone),Tungsten,Banro Corporation,Artisanal,2019,34.93,27.59,3.49,6898.69,30.35,Medium,3.62,13.51,False,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.643548392036367,28.237328782565978
CONC-2019-003,CAMI-2524,ZEA (Artisanal Zone),Tungsten,Kibali Goldmines,Industrial,2019,20.23,19.15,2.02,4787.22,21.06,Medium,1.42,6.22,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.1925087185130945,28.75934265168384
CONC-2019-004,CAMI-7453,ZEA (Artisanal Zone),Tungsten,Banro Corporation,Industrial,2019,14.92,11.71,1.49,2928.02,12.88,Medium,3.41,18.66,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,2.089738716710606,28.652265232738397
CONC-2020-000,CAMI-4243,ZEA (Artisanal Zone),Gold,Artisanal Cooperatives,Industrial,2020,21.79,19.57,2.18,4892.54,21.53,Medium,3.58,10.65,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.8038757835874548,29.323270273285512
CONC-2020-001,CAMI-7522,PE (Exploitation),Gold,Artisanal Cooperatives,Industrial,2020,17.73,14.06,1.77,3515.21,15.47,Medium,4.23,14.43,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.91,2026-05-15,2.0321892850893457,28.255018382629128
SITE-2020-002,CAMI-7379,ZEA (Artisanal Zone),Copper,Artisanal Cooperatives,Artisanal,2020,39.62,31.65,3.96,7913.08,34.82,Medium,1.28,14.78,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,2.133704797543113,28.81594325096941
SITE-2020-003,CAMI-5200,PR (Exploration),Tin,Banro Corporation,Artisanal,2020,35.82,30.05,3.58,7513.21,33.06,High,3.24,5.74,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,2.306527647479392,27.833696485705197
CONC-2020-004,CAMI-5306,ZEA (Artisanal Zone),Copper,Banro Corporation,Industrial,2020,18.1,17.17,1.81,4293.33,18.89,High,0.98,19.12,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,1.674833276585562,27.634864568996615
SITE-2020-005,CAMI-8925,PR (Exploration),Copper,Kibali Goldmines,Artisanal,2020,36.39,30.55,3.64,7638.6,33.61,Medium,3.19,19.41,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.9,2026-05-15,1.9900902953086124,28.15159565283946
CONC-2020-006,CAMI-4019,PR (Exploration),Copper,Banro Corporation,Industrial,2020,19.92,15.99,1.99,3998.5,17.59,High,4.8,10.33,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,2.2427226601948878,27.887706018855464
SITE-2020-007,CAMI-2653,PR (Exploration),Tin,Independent Miners,Artisanal,2020,42.41,31.4,4.24,7848.93,34.54,Critical,3.56,6.65,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,2.183760516100577,29.82077941116834
CONC-2021-000,CAMI-2391,PE (Exploitation),Tantalum,Artisanal Cooperatives,Industrial,2021,18.97,13.31,1.9,3327.05,14.64,Medium,4.46,16.84,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.94,2026-05-15,1.2681932333788257,29.416491066837942
CONC-2021-001,CAMI-9130,PE (Exploitation),Tantalum,Kibali Goldmines,Industrial,2021,18.14,16.69,1.81,4172.4,18.36,Medium,3.69,5.08,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.86,2026-05-15,1.3044120837753788,28.618390479230012
CONC-2021-002,CAMI-7491,ZEA (Artisanal Zone),Gold,Kibali Goldmines,Industrial,2021,17.64,15.9,1.76,3974.53,17.49,Critical,0.6,15.41,False,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.89,2026-05-15,2.0427967108679326,28.047203701481923
SITE-2021-003,CAMI-5673,PR (Exploration),Copper,Alphamin Bisie Mining,Artisanal,2021,40.56,37.45,4.06,9361.86,41.19,Critical,0.18,14.07,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.6891933278101345,29.213765317399503
CONC-2021-004,CAMI-4503,ZEA (Artisanal Zone),Tungsten,Kibali Goldmines,Industrial,2021,15.6,14.59,1.56,3647.35,16.05,High,1.21,11.2,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.6272866803566841,29.30292031590268
SITE-2022-000,CAMI-9149,PR (Exploration),Copper,Independent Miners,Artisanal,2022,42.39,39.63,4.24,9907.09,43.59,High,2.74,14.93,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.93,2026-05-15,1.4137521750638447,28.790777277706727
SITE-2022-001,CAMI-7557,ZEA (Artisanal Zone),Gold,Banro Corporation,Artisanal,2022,45.21,41.38,4.52,10344.01,45.51,Medium,4.13,18.64,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.97,2026-05-15,1.3227538661545084,29.740804406172884
SITE-2022-002,CAMI-4219,PE (Exploitation),Diamond,Artisanal Cooperatives,Artisanal,2022,38.23,27.65,3.82,6913.39,30.42,High,1.82,15.81,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.85,2026-05-15,1.6458294215837181,28.280553401020956
CONC-2022-003,CAMI-8197,ZEA (Artisanal Zone),Diamond,Banro Corporation,Industrial,2022,19.83,16.49,1.98,4123.57,18.14,Medium,0.48,7.37,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.92,2026-05-15,1.196400125401564,28.086534044151627
CONC-2022-004,CAMI-6802,PE (Exploitation),Gold,Alphamin Bisie Mining,Industrial,2022,24.97,19.08,2.5,4770.46,20.99,High,4.26,18.37,True,CAMI Mining Title Database,Cadastre Minier RDC (CAMI),http://www.cami.cd/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.95,2026-05-15,1.751596786710801,28.022465086319453
SITE-2022-005,CAMI-4209,PE (Exploitation),Tungsten,Artisanal Cooperatives,Artisanal,2022,47.58,36.49,4.76,9123.5,40.14,Medium,4.74,8.39,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,2.0855086013201447,28.471045205551526
SITE-2022-006,CAMI-9304,ZEA (Artisanal Zone),Diamond,Alphamin Bisie Mining,Artisanal,2022,39.94,30.84,3.99,7709.37,33.92,High,2.12,1.0,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.96,2026-05-15,2.129173588160936,28.76061580777697
SITE-2023-000,CAMI-8093,ZEA (Artisanal Zone),Diamond,Independent Miners,Artisanal,2023,42.44,39.77,4.24,9941.52,43.74,High,1.68,8.08,True,IPIS Artisanal Mining Site Database,IPIS Research,https://ipisresearch.be/mapping/webmapping/drcongo/,2026-05-15,Spatial Overlay & Risk Modeling (GEE + GeoPandas),0.87,2026-05-15,2.3188639135486424,29.257442216434224
